Chromosome	Start	End	Num.Probes	Segment.Mean
chr1	241140541	241216518	65	0.994486
chr1	241216518	241678490	391	1.63974
chr1	241678490	243059760	1119	1.37471
chr1	243059760	243082602	19	1.04153
chr1	243082602	247265563	2774	1.45282
chr1	247265563	247311393	15	1.96326
chr1	247311393	248860649	951	1.41645
chr1	248860649	248874483	14	1.01342
chr1	248874483	249224389	102	1.54926
chr2	12784	4209775	3035	1.29574
chr2	4209775	4223339	36	1.83892
chr2	4223339	7426960	2772	1.25118
chr2	7426960	7547918	88	3.10282
chr2	7547918	10215917	1933	2.6187
chr2	10215917	10862393	474	3.3186
chr2	10862393	11787035	647	1.40472
chr2	11787035	11927331	97	3.17811
chr2	11927331	13950908	1531	1.77302
chr2	13950908	13965631	11	1.26154
chr2	13965631	17941336	2912	1.70096
chr2	17941336	17991316	45	2.2492
chr2	17991316	20933983	2281	1.82828
chr2	20933983	23962103	2011	2.54299
chr2	23962103	25478908	760	2.88659
chr2	25478908	29640878	2282	3.35145
chr2	29640878	29648810	15	2.22996
chr2	29648810	35972004	4408	3.04936
chr2	35972004	35998961	10	1.70382
chr2	35998961	38408128	1984	3.01286
chr2	38408128	38807674	295	2.40915
chr2	38807674	40093079	731	2.84988
chr2	40093079	41417027	1137	3.55131
chr2	41417027	41526140	91	4.51417
chr2	41526140	42845532	1024	3.7566
chr2	42845532	42924186	41	2.96255
chr2	42924186	43178570	191	3.93033
chr2	43178570	50517187	5223	3.29845
chr2	50517187	51126250	481	2.54032
chr2	51126250	51150277	11	1.88075
chr2	51150277	51559687	306	2.71206
chr2	51559687	52754644	820	2.06722
chr2	52754644	52784745	36	3.78447
chr2	52784745	53793449	858	2.15109
chr2	53793449	53822013	10	1.43586
chr2	53822013	54916298	803	2.2358
chr2	54916298	55249013	272	2.63254
chr2	55249013	57564436	1582	2.18581
chr2	57564436	57582467	10	1.4471
chr2	57582467	58188384	404	2.07706
chr2	58188384	58207910	11	1.28857
chr2	58207910	72652649	9253	2.24545
chr2	72652649	72691193	11	1.40503
chr2	72691193	75286851	1325	2.3511
chr2	75286851	79673391	3140	2.10297
chr2	79673391	81633909	1370	3.56837
chr2	81633909	81831111	153	2.0035
chr2	81831111	82551942	449	1.22241
chr2	82551942	83503160	515	2.67221
chr2	83503160	84110230	342	3.48987
chr2	84110230	84836160	439	2.86145
chr2	84836160	85854277	558	3.94667
chr2	85854277	85914082	36	3.0961
chr2	85914082	87415889	752	1.5125
chr2	87415889	88010519	177	1.7762
chr2	88010519	91686060	850	1.38938
chr2	91686060	91965938	77	2.16125
chr2	91965938	92089051	11	1.53107
chr2	92089051	97460181	750	2.18785
chr2	97460181	97505721	23	2.7918
chr2	97505721	110350428	7941	2.08753
chr2	110350428	110390119	14	1.51012
chr2	110390119	113994487	1651	2.22246
chr2	113994487	141274719	17001	2.0045
chr2	141274719	141709412	275	1.7475
chr2	141709412	141969726	185	1.44817
chr2	141969726	142053011	51	0.96165
chr2	142053011	142148380	70	1.30433
chr2	142148380	142344634	157	2.09426
chr2	142344634	152952862	6453	2.45856
chr2	152952862	152975995	10	3.49953
chr2	152975995	165785682	7631	2.40792
chr2	165785682	165802543	10	1.69118
chr2	165802543	185244053	12593	2.47231
chr2	185244053	185264897	17	1.53233
chr2	185264897	185443217	147	2.11501
chr2	185443217	192993714	4295	2.43149
chr2	192993714	193003674	10	1.63294
chr2	193003674	196141331	1655	2.25606
chr2	196141331	204974742	5031	2.55837
chr2	204974742	205343709	265	1.76892
chr2	205343709	205349059	41	0.609925
chr2	205349059	212691548	4769	1.7553
chr2	212691548	212703696	10	1.0887
chr2	212703696	215295624	1681	1.64644
chr2	215295624	242093647	17592	1.85518
chr2	242093647	243089457	422	1.61245
chr3	60345	5375107	4792	1.84274
chr3	5375107	8626135	2919	2.27254
chr3	8626135	8711901	78	2.97209
chr3	8711901	10264006	1048	2.03846
chr3	10264006	10318826	44	2.46479
chr3	10318826	10964435	534	1.97223
chr3	10964435	16236111	3719	1.54446
chr3	16236111	16242490	12	0.969424
chr3	16242490	30994195	10367	1.36336
chr3	30994195	31008220	10	1.99366
chr3	31008220	46797597	10138	1.43359
chr3	46797597	46838133	28	0.820193
chr3	46838133	46848397	11	0.500632
chr3	46848397	47259832	183	1.6228
chr3	47259832	47725205	170	2.20044
chr3	47725205	50296907	989	1.65459
chr3	50296907	50370498	20	2.1253
chr3	50370498	51744127	613	1.55048
chr3	51744127	52082101	130	2.03499
chr3	52082101	53554841	758	1.60132
chr3	53554841	60486952	5234	1.42078
chr3	60486952	60539209	76	0.486231
chr3	60539209	61066564	554	1.33486
chr3	61066564	61095618	17	1.818
chr3	61095618	66890718	4739	1.40254
chr3	66890718	66906885	12	2.01393
chr3	66906885	74634612	5813	1.37698
chr3	74634612	74743111	44	1.07562
chr3	74743111	75385285	349	1.30949
chr3	75385285	75784935	138	1.55122
chr3	75784935	84945826	5165	1.27554
chr3	84945826	84958646	17	1.87973
chr3	84958646	85738947	442	1.22261
chr3	85738947	86137505	224	0.883146
chr3	86137505	87156356	556	1.26161
chr3	87156356	88641613	795	1.81365
chr3	88641613	90287687	947	1.31667
chr3	90287687	93521686	32	1.83868
chr3	93521686	95963487	1259	1.28777
chr3	95963487	96048433	50	1.75182
chr3	96048433	98971993	1627	1.33032
chr3	98971993	99835922	517	1.91718
chr3	99835922	99855086	12	2.6463
chr3	99855086	114566458	8971	1.82065
chr3	114566458	114702442	84	2.33752
chr3	114702442	116175304	957	1.84076
chr3	116175304	116317825	105	0.873661
chr3	116317825	116510923	175	0.449962
chr3	116510923	116527430	12	1.10195
chr3	116527430	116615051	84	0.449581
chr3	116615051	116629990	10	0.291894
chr3	116629990	116831463	165	0.502635
chr3	116831463	116948811	94	0.405218
chr3	116948811	117008647	46	1.30221
chr3	117008647	117232913	156	1.82191
chr3	117232913	117496650	189	1.2749
chr3	117496650	122011695	2605	1.9345
chr3	122011695	122022397	10	1.38054
chr3	122022397	137033160	9351	1.9989
chr3	137033160	137033432	10	1.33968
chr3	137033432	141676881	2888	1.922
chr3	141676881	141712106	10	1.31966
chr3	141712106	157732565	10075	1.87733
chr3	157732565	157787651	20	2.80264
chr3	157787651	174563829	10303	1.80794
chr3	174563829	174664018	71	1.2894
chr3	174664018	174778242	80	1.69262
chr3	174778242	174876383	61	1.24053
chr3	174876383	174941121	53	0.870938
chr3	174941121	176577420	1128	1.73524
chr3	176577420	177504572	610	1.96425
chr3	177504572	178003278	265	2.32884
chr3	178003278	178149115	70	3.67601
chr3	178149115	181745473	2147	1.87198
chr3	181745473	181766607	11	2.70625
chr3	181766607	182118221	163	1.77378
chr3	182118221	183566213	889	3.05496
chr3	183566213	189544371	4144	1.96753
chr3	189544371	189677983	92	4.15593
chr3	189677983	190217574	400	3.46561
chr3	190217574	191385264	852	1.76023
chr3	191385264	192293498	617	2.7407
chr3	192293498	192874277	426	3.15412
chr3	192874277	192884669	21	1.6726
chr3	192884669	192911938	28	3.14096
chr3	192911938	194289332	897	1.94765
chr3	194289332	195425950	586	4.3171
chr3	195425950	195455917	22	2.96728
chr3	195455917	195785648	144	4.24728
chr3	195785648	197896119	1058	2.04799
chr4	12281	3782351	1648	1.60787
chr4	3782351	3823540	12	1.13801
chr4	3823540	4209308	135	1.68916
chr4	4209308	6585170	1995	1.43159
chr4	6585170	6761324	107	1.72698
chr4	6761324	8672625	1371	3.75965
chr4	8672625	10212275	664	2.30683
chr4	10212275	10235174	34	1.68833
chr4	10235174	10710001	450	2.37778
chr4	10710001	11570025	734	1.82042
chr4	11570025	11591581	11	2.62317
chr4	11591581	14794222	2555	1.85342
chr4	14794222	15596209	566	3.19687
chr4	15596209	16021424	340	1.95736
chr4	16021424	16912206	659	1.3275
chr4	16912206	17040835	69	1.59045
chr4	17040835	18581307	1093	2.20876
chr4	18581307	19391751	551	1.31641
chr4	19391751	20149690	423	3.2725
chr4	20149690	20347673	108	3.91819
chr4	20347673	20412718	32	5.90731
chr4	20412718	20653021	187	4.05322
chr4	20653021	22146622	1165	2.24166
chr4	22146622	25113328	2113	3.70829
chr4	25113328	26236558	806	1.44676
chr4	26236558	27306432	620	2.5228
chr4	27306432	27747899	316	1.86451
chr4	27747899	28705239	631	3.50421
chr4	28705239	28769038	38	1.67947
chr4	28769038	30059229	878	2.12037
chr4	30059229	30836146	483	3.80984
chr4	30836146	31057218	125	5.36834
chr4	31057218	31127951	39	4.05167
chr4	31127951	31145618	10	7.0993
chr4	31145618	31300125	106	5.0886
chr4	31300125	31542207	173	3.96378
chr4	31542207	31905473	223	5.9447
chr4	31905473	31939054	20	3.58525
chr4	31939054	32177558	130	6.26478
chr4	32177558	32297271	111	3.85551
chr4	32297271	32305074	18	2.73629
chr4	32305074	32925205	344	3.75205
chr4	32925205	35944760	1837	2.14875
chr4	35944760	35967030	11	2.91201
chr4	35967030	37487803	1104	2.21565
chr4	37487803	38508590	804	2.53963
chr4	38508590	39409450	578	4.34167
chr4	39409450	39983835	274	2.48489
chr4	39983835	42552834	1647	3.5768
chr4	42552834	42752598	145	2.59507
chr4	42752598	42776969	10	1.35763
chr4	42776969	44633391	1160	2.43629
chr4	44633391	45974120	793	3.49135
chr4	45974120	46675071	337	2.50033
chr4	46675071	46838603	78	3.10567
chr4	46838603	47557808	440	2.584
chr4	47557808	48179957	432	1.84901
chr4	48179957	48181978	12	1.32727
chr4	48181978	49632324	537	1.83547
chr4	49632324	52686018	10	2.80556
chr4	52686018	56071230	2392	1.89301
chr4	56071230	68301869	7630	2.07316
chr4	68301869	69218102	564	2.97375
chr4	69218102	69326123	23	2.12416
chr4	69326123	74561274	3081	2.91412
chr4	74561274	75081576	320	3.26982
chr4	75081576	75089144	12	2.08185
chr4	75089144	76612367	921	3.02973
chr4	76612367	77776565	780	4.92386
chr4	77776565	77793373	40	3.75693
chr4	77793373	79253425	1077	4.83317
chr4	79253425	81396079	1279	3.13668
chr4	81396079	83357497	1202	4.18081
chr4	83357497	84509393	686	4.75774
chr4	84509393	86467282	1251	3.0285
chr4	86467282	86790199	259	2.67177
chr4	86790199	87696331	531	1.81674
chr4	87696331	89028546	937	2.79787
chr4	89028546	90789047	1064	3.17022
chr4	90789047	90853057	39	3.87275
chr4	90853057	91716431	503	2.20327
chr4	91716431	91727261	10	3.2135
chr4	91727261	94378999	1441	2.11261
chr4	94378999	94499494	57	2.63372
chr4	94499494	97585429	2047	2.2031
chr4	97585429	97873557	174	1.67465
chr4	97873557	98151367	162	1.22267
chr4	98151367	98165744	10	0.850454
chr4	98165744	98191916	17	1.30394
chr4	98191916	102524372	2501	2.20371
chr4	102524372	103933396	826	1.81915
chr4	103933396	106693175	1658	1.31717
chr4	106693175	122949284	10125	2.24557
chr4	122949284	128439880	3217	2.77398
chr4	128439880	128941807	206	2.26458
chr4	128941807	128958766	11	3.57126
chr4	128958766	130088873	581	2.38497
chr4	130088873	139433942	5552	2.13298
chr4	139433942	146032212	4169	2.34332
chr4	146032212	146136365	38	3.36353
chr4	146136365	147612174	848	2.34653
chr4	147612174	151851912	2451	1.31534
chr4	151851912	151861003	10	2.1588
chr4	151861003	151880108	20	1.29777
chr4	151880108	151884303	14	0.826383
chr4	151884303	155247706	2079	1.42513
chr4	155247706	163953991	5754	1.2833
chr4	163953991	163961438	13	1.94905
chr4	163961438	169515418	3544	1.30081
chr4	169515418	171103514	1000	2.38959
chr4	171103514	174104613	1852	2.13864
chr4	174104613	174199392	43	1.71668
chr4	174199392	181126365	4525	2.17569
chr4	181126365	181572806	404	1.70269
chr4	181572806	181789712	163	2.149
chr4	181789712	182148313	253	1.71803
chr4	182148313	182318160	162	0.757884
chr4	182318160	183238009	809	1.2781
chr4	183238009	191027924	5330	2.33555
chr5	15532	1921916	978	2.10935
chr5	1921916	13515459	9727	1.84606
chr5	13515459	13527112	31	2.44888
chr5	13527112	16473621	2144	1.86962
chr5	16473621	17760996	797	2.69971
chr5	17760996	19966281	1427	2.42701
chr5	19966281	20268802	149	1.68418
chr5	20268802	23522818	1895	2.06452
chr5	23522818	26579182	1878	1.68221
chr5	26579182	26638939	40	2.39316
chr5	26638939	26668209	17	1.6865
chr5	26668209	30944369	2561	2.42077
chr5	30944369	30968880	13	3.24061
chr5	30968880	40135601	6406	1.91271
chr5	40135601	41387790	855	2.28298
chr5	41387790	45301104	1926	1.87131
chr5	45301104	45918593	249	2.10832
chr5	45918593	45976778	10	1.56744
chr5	45976778	53529219	2569	2.1717
chr5	53529219	54355085	648	2.40106
chr5	54355085	54990419	325	1.83481
chr5	54990419	55169740	110	2.43977
chr5	55169740	80815490	15640	1.84494
chr5	80815490	80834943	10	1.36401
chr5	80834943	81833815	573	1.92626
chr5	81833815	92783393	6072	1.74411
chr5	92783393	92813105	11	2.37916
chr5	92813105	112126962	11926	1.73667
chr5	112126962	112141808	14	2.44292
chr5	112141808	130398867	12276	1.7785
chr5	130398867	142997458	7482	1.95593
chr5	142997458	148532483	3758	1.78265
chr5	148532483	150142873	1085	2.0473
chr5	150142873	150218017	39	2.73702
chr5	150218017	151219123	740	2.06105
chr5	151219123	163890767	8620	1.83736
chr5	163890767	164258620	197	1.62066
chr5	164258620	164349190	44	1.21758
chr5	164349190	164693438	222	1.66557
chr5	164693438	164718317	26	1.15899
chr5	164718317	164771787	34	0.733437
chr5	164771787	164833455	38	0.439685
chr5	164833455	164855215	13	0.829421
chr5	164855215	164930517	43	0.443138
chr5	164930517	165034725	55	0.747566
chr5	165034725	165167890	87	1.00387
chr5	165167890	165187310	17	0.735837
chr5	165187310	165256865	52	1.29575
chr5	165256865	165272000	13	0.819875
chr5	165272000	165297242	17	0.42713
chr5	165297242	165378790	62	0.919343
chr5	165378790	165401142	14	0.541869
chr5	165401142	165431589	29	0.361
chr5	165431589	165476678	36	0.469537
chr5	165476678	165507834	21	0.355524
chr5	165507834	166232442	561	0.903695
chr5	166232442	166485872	173	1.16873
chr5	166485872	166563614	49	0.853047
chr5	166563614	167031977	316	1.22039
chr5	167031977	167196263	143	1.68613
chr5	167196263	171958091	3685	2.40596
chr5	171958091	172387648	319	3.16007
chr5	172387648	174518736	1643	2.42035
chr5	174518736	174533927	11	1.75563
chr5	174533927	180790321	3435	2.43937
chr6	149661	257809	102	2.21318
chr6	257809	294599	22	2.96133
chr6	294599	1651719	1240	2.24489
chr6	1651719	2141853	358	1.29062
chr6	2141853	4958328	2302	2.38125
chr6	4958328	4975350	19	5.66109
chr6	4975350	11807404	5437	2.28599
chr6	11807404	11821053	20	1.36098
chr6	11821053	11888905	66	2.31222
chr6	11888905	11906971	19	4.47003
chr6	11906971	12188532	219	3.28755
chr6	12188532	15369595	2363	2.32207
chr6	15369595	15506003	125	1.85049
chr6	15506003	26095631	7878	2.24555
chr6	26095631	26110343	11	3.48369
chr6	26110343	29611109	1677	2.2252
chr6	29611109	32456712	1453	2.49548
chr6	32456712	32624843	62	1.99093
chr6	32624843	35742135	1786	2.48976
chr6	35742135	35776664	13	1.88819
chr6	35776664	37051231	848	2.56084
chr6	37051231	37068774	10	4.12425
chr6	37068774	38464217	902	2.40563
chr6	38464217	38901021	356	5.278
chr6	38901021	39308323	343	2.41763
chr6	39308323	39620351	193	5.37794
chr6	39620351	43153991	2387	2.41181
chr6	43153991	43167886	10	4.29414
chr6	43167886	44546004	813	2.59891
chr6	44546004	44571952	11	4.2382
chr6	44571952	44683623	98	2.84236
chr6	44683623	46340053	1088	2.37889
chr6	46340053	51843873	3518	2.12483
chr6	51843873	51873441	11	3.01619
chr6	51873441	56031327	2889	2.21251
chr6	56031327	56231409	158	1.75238
chr6	56231409	62428767	1379	2.19217
chr6	62428767	66358521	2233	1.62483
chr6	66358521	66388626	15	1.15477
chr6	66388626	67041182	456	1.58467
chr6	67041182	67043906	11	1.14393
chr6	67043906	68197212	927	1.56307
chr6	68197212	68211580	12	0.941259
chr6	68211580	78962881	6958	1.64041
chr6	78962881	79032454	110	1.27922
chr6	79032454	79334674	215	1.57939
chr6	79334674	79348585	11	1.1397
chr6	79348585	79699334	186	1.62793
chr6	79699334	79743479	11	2.30165
chr6	79743479	87422603	4888	1.66523
chr6	87422603	87429914	12	1.16646
chr6	87429914	91241568	2459	1.73144
chr6	91241568	101980351	6834	1.55175
chr6	101980351	105779692	2379	1.97117
chr6	105779692	107360095	1111	2.2314
chr6	107360095	107383074	16	2.96086
chr6	107383074	111153629	2374	2.26382
chr6	111153629	111178811	10	1.57607
chr6	111178811	111347348	86	2.49005
chr6	111347348	117717213	3880	2.14011
chr6	117717213	117762443	55	1.58733
chr6	117762443	120500023	1624	2.04624
chr6	120500023	120902002	263	0.797409
chr6	120902002	121785765	516	2.15809
chr6	121785765	121981036	118	3.45906
chr6	121981036	122816538	482	2.66492
chr6	122816538	123511158	408	2.08373
chr6	123511158	123535709	12	1.40236
chr6	123535709	136800817	8892	2.10794
chr6	136800817	136823204	11	1.54712
chr6	136823204	143174803	3948	2.10663
chr6	143174803	143191265	11	1.53402
chr6	143191265	149712017	4493	2.07792
chr6	149712017	149839972	81	2.57007
chr6	149839972	162053636	8532	2.1805
chr6	162053636	162066318	17	1.58844
chr6	162066318	171051006	6617	2.10491
chr7	43259	7786100	4219	2.02473
chr7	7786100	14980231	5984	1.76769
chr7	14980231	15081148	78	1.32905
chr7	15081148	19274977	3573	1.86534
chr7	19274977	19300039	17	2.49658
chr7	19300039	19779202	386	1.8511
chr7	19779202	19908221	97	2.39155
chr7	19908221	24344404	3380	1.85867
chr7	24344404	24377558	59	2.26116
chr7	24377558	24795411	286	2.82961
chr7	24795411	38294548	9720	1.91849
chr7	38294548	38414524	136	2.35609
chr7	38414524	41410988	1981	1.86555
chr7	41410988	41430566	14	1.38437
chr7	41430566	43954301	1761	1.92317
chr7	43954301	45165107	571	2.13635
chr7	45165107	55897079	7993	1.83096
chr7	55897079	56267538	163	2.24464
chr7	56267538	56284541	10	1.59193
chr7	56284541	56603305	121	2.26155
chr7	56603305	57396684	313	1.74746
chr7	57396684	57460435	46	2.14383
chr7	57460435	61858101	325	1.78395
chr7	61858101	62103530	37	2.39622
chr7	62103530	72390559	5373	1.8713
chr7	72390559	77192111	1584	2.08039
chr7	77192111	77218330	10	1.15561
chr7	77218330	78170653	742	1.80842
chr7	78170653	78389899	170	1.2689
chr7	78389899	95925745	11381	1.77579
chr7	95925745	95955797	16	2.76217
chr7	95955797	100420970	2288	1.96314
chr7	100420970	100461147	10	2.82975
chr7	100461147	100955743	180	2.09208
chr7	100955743	100973530	11	1.41669
chr7	100973530	102377832	576	2.08533
chr7	102377832	108647374	4081	1.87327
chr7	108647374	109437678	521	1.64254
chr7	109437678	109441704	14	2.52671
chr7	109441704	111056861	1105	1.69649
chr7	111056861	111079079	22	2.34984
chr7	111079079	126045228	8999	1.73591
chr7	126045228	126046877	14	1.21175
chr7	126046877	126642172	416	1.71175
chr7	126642172	144140026	11066	1.90669
chr7	144140026	146542321	1512	1.67483
chr7	146542321	146564136	20	1.08323
chr7	146564136	146586559	14	1.69914
chr7	146586559	146882415	192	1.19197
chr7	146882415	147187183	245	1.63003
chr7	147187183	159127005	7804	1.87763
chr8	31254	2627631	2064	1.67399
chr8	2627631	3926148	1685	1.45602
chr8	3926148	4165878	484	1.12291
chr8	4165878	4167286	13	0.823659
chr8	4167286	4451590	426	1.13669
chr8	4451590	4455806	10	1.59352
chr8	4455806	6103220	2260	1.13189
chr8	6103220	7255079	1070	1.29684
chr8	7255079	7787748	137	1.70195
chr8	7787748	7865681	30	1.21004
chr8	7865681	10476312	2217	1.76408
chr8	10476312	10588742	92	2.64861
chr8	10588742	11203697	508	2.17015
chr8	11203697	11408966	174	2.64001
chr8	11408966	11539256	87	1.76811
chr8	11539256	11675402	95	2.20329
chr8	11675402	12241174	192	1.78062
chr8	12241174	14033793	1595	2.46497
chr8	14033793	14147877	98	7.31872
chr8	14147877	14164661	13	3.42116
chr8	14164661	14264835	102	8.90342
chr8	14264835	14514995	298	3.77568
chr8	14514995	14525748	16	8.49438
chr8	14525748	14588243	83	2.64047
chr8	14588243	14604317	17	6.0742
chr8	14604317	14676507	61	2.75081
chr8	14676507	14689017	18	9.01129
chr8	14689017	14743784	25	2.56628
chr8	14743784	14912295	148	3.32792
chr8	14912295	14934946	27	8.70957
chr8	14934946	15032646	87	6.54518
chr8	15032646	15388210	266	3.27803
chr8	15388210	15406293	12	4.47353
chr8	15406293	15712057	317	3.27372
chr8	15712057	15737186	16	7.2958
chr8	15737186	15787579	52	3.85612
chr8	15787579	15811544	36	8.09146
chr8	15811544	16298286	420	2.4512
chr8	16298286	19216637	2704	2.20059
chr8	19216637	19597755	326	2.62248
chr8	19597755	28421090	6649	1.3705
chr8	28421090	30036516	985	1.80329
chr8	30036516	30742416	407	2.27379
chr8	30742416	31059891	209	1.68656
chr8	31059891	31679958	393	2.02888
chr8	31679958	32092264	333	1.64173
chr8	32092264	32421313	290	2.05521
chr8	32421313	32439308	17	1.54047
chr8	32439308	32730667	252	2.10137
chr8	32730667	32784257	31	1.58497
chr8	32784257	32949312	88	2.18005
chr8	32949312	32986336	20	1.64153
chr8	32986336	33349148	227	2.12382
chr8	33349148	33868396	244	1.72379
chr8	33868396	36865106	1669	1.23769
chr8	36865106	37162172	242	1.85047
chr8	37162172	37697015	286	1.44824
chr8	37697015	38339424	322	1.93439
chr8	38339424	38892007	275	1.4716
chr8	38892007	39560394	332	1.29126
chr8	39560394	41309561	1310	1.76604
chr8	41309561	42930894	949	2.02845
chr8	42930894	43064678	49	3.24789
chr8	43064678	56851233	6063	2.26965
chr8	56851233	56861755	11	3.14391
chr8	56861755	57610979	454	2.28582
chr8	57610979	57633521	10	1.53843
chr8	57633521	65244866	5045	2.25595
chr8	65244866	65260829	14	1.38544
chr8	65260829	85770415	12396	2.27225
chr8	85770415	85828402	42	1.28383
chr8	85828402	89186347	1721	2.27537
chr8	89186347	89291115	64	0.805915
chr8	89291115	110968737	13442	2.32439
chr8	110968737	112294286	714	2.10017
chr8	112294286	112302217	11	1.56312
chr8	112302217	113844385	837	2.12628
chr8	113844385	113908082	39	1.62082
chr8	113908082	115633265	974	2.13502
chr8	115633265	115646214	35	1.45537
chr8	115646214	143225263	20207	2.36572
chr8	143225263	143253022	16	1.8004
chr8	143253022	146298156	1076	2.62991
chr9	46587	8330006	8140	1.78905
chr9	8330006	8593759	264	1.26972
chr9	8593759	8603324	11	1.83546
chr9	8603324	9242900	545	1.22515
chr9	9242900	9289556	35	1.73371
chr9	9289556	9458416	181	1.24687
chr9	9458416	9500075	43	1.66466
chr9	9500075	9665261	128	1.21851
chr9	9665261	9694286	13	0.721158
chr9	9694286	9805272	121	1.2382
chr9	9805272	9816196	13	1.72717
chr9	9816196	10069810	316	1.24457
chr9	10069810	10130379	77	0.864809
chr9	10130379	12671196	2070	1.26935
chr9	12671196	21296242	7343	1.40113
chr9	21296242	21303397	12	0.964955
chr9	21303397	32356205	8162	1.32539
chr9	32356205	38739147	4101	1.51295
chr9	38739147	69859516	717	1.83367
chr9	69859516	69941943	17	1.28987
chr9	69941943	72313438	1190	2.08989
chr9	72313438	72338265	10	2.85669
chr9	72338265	104420482	22464	2.13
chr9	104420482	107038442	1959	1.87327
chr9	107038442	118956617	9213	2.17147
chr9	118956617	119027019	52	2.97663
chr9	119027019	123017648	3487	2.04334
chr9	123017648	141091395	10359	2.31618
chr10	72759	4433207	3847	1.41242
chr10	4433207	4443835	10	0.876246
chr10	4443835	8477133	3549	1.4402
chr10	8477133	11102232	2177	1.29771
chr10	11102232	13049628	1528	1.49133
chr10	13049628	13054052	10	1.02795
chr10	13054052	17043087	3429	1.43277
chr10	17043087	17150943	70	0.463655
chr10	17150943	17164689	12	0.745414
chr10	17164689	17215938	37	0.520834
chr10	17215938	24376468	4850	1.36123
chr10	24376468	24377987	10	0.59575
chr10	24377987	24643279	218	1.38391
chr10	24643279	24794076	125	1.89616
chr10	24794076	25824099	667	1.4003
chr10	25824099	25843296	14	1.01405
chr10	25843296	34618315	6449	1.44034
chr10	34618315	34631395	10	1.02664
chr10	34631395	42433783	2598	1.42161
chr10	42433783	43201634	295	1.78869
chr10	43201634	43460933	164	2.23459
chr10	43460933	46303053	1973	1.8788
chr10	46303053	46962601	38	2.49142
chr10	46962601	47480450	164	3.34364
chr10	47480450	49292507	522	2.29357
chr10	49292507	50278702	782	3.72199
chr10	50278702	51214357	589	2.99095
chr10	51214357	51586593	63	1.79067
chr10	51586593	52736826	571	2.47437
chr10	52736826	52890242	117	4.39214
chr10	52890242	52928032	28	2.48655
chr10	52928032	53113703	168	1.67404
chr10	53113703	53165113	36	2.20771
chr10	53165113	53214336	44	3.74739
chr10	53214336	53396296	201	3.05198
chr10	53396296	53741312	247	1.673
chr10	53741312	53805364	57	2.12764
chr10	53805364	53963595	149	1.63587
chr10	53963595	55057460	872	1.29487
chr10	55057460	56539375	1168	1.5725
