Chromosome	Start	End	Num.Probes	Segment.Mean
chr1	202565000	202568867	10	1.62679
chr1	202568867	204452255	1302	2.47865
chr1	204452255	204489229	18	1.81058
chr1	204489229	205069974	521	2.43994
chr1	205069974	205091690	10	1.73786
chr1	205091690	205719703	388	2.46212
chr1	205719703	205759311	22	1.42052
chr1	205759311	228498825	15343	2.34967
chr1	228498825	228534651	12	3.33672
chr1	228534651	240367648	9013	2.35505
chr1	240367648	240374165	10	1.37612
chr1	240374165	241742428	1107	2.2726
chr1	241742428	241756691	12	1.57508
chr1	241756691	243748264	1409	2.26604
chr1	243748264	243845783	79	1.37442
chr1	243845783	243862084	10	0.76186
chr1	243862084	249224389	3431	1.43762
chr2	12784	4209775	3035	1.47411
chr2	4209775	4222935	35	0.70364
chr2	4222935	8127439	3321	1.40176
chr2	8127439	8138271	10	0.745393
chr2	8138271	10430718	1617	1.50113
chr2	10430718	10446908	10	0.696246
chr2	10446908	10590865	105	1.67876
chr2	10590865	18193029	5643	1.42695
chr2	18193029	18209016	15	1.04633
chr2	18209016	34695192	10618	1.45533
chr2	34695192	34737110	46	0.648434
chr2	34737110	39510102	3546	1.40473
chr2	39510102	39532298	10	0.925649
chr2	39532298	39629309	55	1.33284
chr2	39629309	39658298	10	0.889933
chr2	39658298	48621538	6633	1.45413
chr2	48621538	48664273	23	2.70485
chr2	48664273	49521870	627	1.42156
chr2	49521870	49545429	10	0.759393
chr2	49545429	50253218	476	1.3786
chr2	50253218	50279515	24	1.93842
chr2	50279515	52754474	1811	1.31766
chr2	52754474	52784745	39	0.615843
chr2	52784745	57316420	3329	1.38826
chr2	57316420	57339215	10	0.893215
chr2	57339215	58939237	1006	1.33467
chr2	58939237	58958468	10	0.773089
chr2	58958468	64795673	3435	1.42093
chr2	64795673	73252372	5655	2.2422
chr2	73252372	73281541	10	3.15362
chr2	73281541	76117445	1778	2.25185
chr2	76117445	76146173	10	1.49892
chr2	76146173	88712243	7501	2.13182
chr2	88712243	88758686	20	3.32603
chr2	88758686	117608746	13127	2.2003
chr2	117608746	117630037	13	1.3753
chr2	117630037	130806359	8646	2.19163
chr2	130806359	130884436	15	1.55516
chr2	130884436	131143906	94	2.24537
chr2	131143906	131496881	24	1.69234
chr2	131496881	134801472	1984	2.18213
chr2	134801472	134827995	10	1.3516
chr2	134827995	140115389	3394	2.12311
chr2	140115389	140126750	10	1.17261
chr2	140126750	141270286	703	2.05704
chr2	141270286	141285232	10	1.13272
chr2	141285232	141960495	447	1.99543
chr2	141960495	141976021	10	1.33594
chr2	141976021	146861395	3023	2.07354
chr2	146861395	146865138	11	1.36172
chr2	146865138	152321871	3209	2.11994
chr2	152321871	152324173	11	1.46006
chr2	152324173	157422228	3166	2.06442
chr2	157422228	157434982	11	1.36298
chr2	157434982	160131148	1637	2.1622
chr2	160131148	160153176	12	1.5196
chr2	160153176	178943944	11846	2.13598
chr2	178943944	178968333	12	1.53595
chr2	178968333	179164956	125	2.19559
chr2	179164956	179183804	10	1.08457
chr2	179183804	214945470	21611	2.08888
chr2	214945470	214980103	15	1.36401
chr2	214980103	237025114	14547	2.21377
chr2	237025114	237037293	10	3.52141
chr2	237037293	243089457	3651	2.32394
chr3	60345	35565801	26319	1.41998
chr3	35565801	35583225	13	1.01332
chr3	35583225	36919231	1053	1.38502
chr3	36919231	36949382	19	1.05224
chr3	36949382	37230144	142	1.43378
chr3	37230144	37254034	10	0.765494
chr3	37254034	41257745	2679	1.47519
chr3	41257745	41262285	10	1.05443
chr3	41262285	51981950	5534	1.50012
chr3	51981950	52012482	10	2.16915
chr3	52012482	62309377	7646	1.45489
chr3	62309377	62331544	10	0.81421
chr3	62331544	65189277	2503	1.44114
chr3	65189277	65213400	53	1.90539
chr3	65213400	77969797	8878	1.41714
chr3	77969797	78000748	12	0.952397
chr3	78000748	92011170	6824	1.31222
chr3	92011170	116648458	13875	2.1836
chr3	116648458	117911349	920	2.98369
chr3	117911349	117931258	10	1.62934
chr3	117931258	125416080	4535	3.14117
chr3	125416080	125655942	85	2.62039
chr3	125655942	127422064	1188	3.27873
chr3	127422064	127427419	10	2.32152
chr3	127427419	129746891	1231	3.26624
chr3	129746891	129810012	71	2.02867
chr3	129810012	131986805	1444	3.10354
chr3	131986805	131992755	10	2.151
chr3	131992755	135984613	2616	3.16583
chr3	135984613	136039716	13	2.17774
chr3	136039716	137027633	450	3.17391
chr3	137027633	137030848	10	1.73319
chr3	137030848	149626479	7930	3.0723
chr3	149626479	149650941	10	1.50335
chr3	149650941	162508230	8006	3.0589
chr3	162508230	162520036	10	1.78742
chr3	162520036	162626283	62	1.15475
chr3	162626283	165271303	1496	2.87228
chr3	165271303	165281627	10	2.02351
chr3	165281627	174944376	6067	3.0392
chr3	174944376	174945304	12	1.77394
chr3	174945304	176704585	1213	2.95366
chr3	176704585	176714799	25	2.16274
chr3	176714799	178928098	1357	3.09654
chr3	178928098	178949727	60	2.4579
chr3	178949727	185787111	3772	3.07136
chr3	185787111	185793436	11	2.16538
chr3	185793436	188415658	2132	3.14178
chr3	188415658	188429212	10	2.03276
chr3	188429212	190220170	1323	3.0252
chr3	190220170	190233756	12	4.42391
chr3	190233756	192599505	1669	3.02634
chr3	192599505	192607524	11	1.70606
chr3	192607524	192866852	181	3.10904
chr3	192866852	192876324	20	2.37154
chr3	192876324	192884669	20	1.25746
chr3	192884669	195678266	1631	3.18061
chr3	195678266	195734957	10	1.8165
chr3	195734957	197834645	1062	3.13309
chr3	197834645	197896119	32	2.27755
chr4	12281	154085	113	1.52253
chr4	154085	172121	10	1.04102
chr4	172121	10099893	5636	1.55843
chr4	10099893	10107002	10	0.868314
chr4	10107002	10228792	168	1.56024
chr4	10228792	10235174	29	2.31237
chr4	10235174	15508751	4262	1.42334
chr4	15508751	16488678	745	1.89601
chr4	16488678	17850303	1047	1.46578
chr4	17850303	17917751	34	1.808
chr4	17917751	17991574	32	1.21814
chr4	17991574	18061428	34	1.99884
chr4	18061428	19593955	999	1.38917
chr4	19593955	19630744	25	2.04522
chr4	19630744	19646593	10	0.977248
chr4	19646593	20363470	378	1.78007
chr4	20363470	20391774	14	1.28809
chr4	20391774	21045017	451	2.22241
chr4	21045017	22452223	1119	1.81599
chr4	22452223	22705002	176	2.30545
chr4	22705002	22867834	93	2.85646
chr4	22867834	24085554	849	2.28251
chr4	24085554	27086399	2035	1.93041
chr4	27086399	27693889	464	3.75771
chr4	27693889	28385138	457	2.59685
chr4	28385138	28624483	149	1.76622
chr4	28624483	33394154	3054	1.3026
chr4	33394154	33407423	10	1.97132
chr4	33407423	34811266	774	1.30453
chr4	34811266	34827298	14	1.99851
chr4	34827298	35485844	435	1.28326
chr4	35485844	35984329	326	2.08776
chr4	35984329	36711734	510	2.56352
chr4	36711734	37644236	701	1.84968
chr4	37644236	40033484	1551	2.73832
chr4	40033484	40409394	237	3.15358
chr4	40409394	40950567	352	2.70946
chr4	40950567	42272631	874	1.90446
chr4	42272631	45587320	2075	2.27912
chr4	45587320	47072054	745	1.76404
chr4	47072054	49091580	1260	2.30382
chr4	49091580	60456934	5245	1.87662
chr4	60456934	60637784	134	1.60754
chr4	60637784	60650934	10	1.10663
chr4	60650934	61803259	698	1.75064
chr4	61803259	65027837	1802	2.18081
chr4	65027837	68851827	2531	1.76403
chr4	68851827	69093486	134	2.18478
chr4	69093486	69586866	186	1.73924
chr4	69586866	70619754	665	2.1337
chr4	70619754	73399278	1606	1.81752
chr4	73399278	73420525	10	1.31183
chr4	73420525	85779149	7865	1.87979
chr4	85779149	85802551	11	1.27504
chr4	85802551	99048708	8041	1.81645
chr4	99048708	99059664	10	1.21521
chr4	99059664	108066835	5359	1.83079
chr4	108066835	108073646	14	1.31945
chr4	108073646	116282926	5202	1.85078
chr4	116282926	116303500	10	1.16105
chr4	116303500	140494718	14391	1.78938
chr4	140494718	141317476	589	2.01435
chr4	141317476	141344645	10	0.995375
chr4	141344645	142884208	980	1.88059
chr4	142884208	142907522	13	1.24147
chr4	142907522	147443245	2679	1.86454
chr4	147443245	147472731	10	1.10167
chr4	147472731	151872625	2551	1.85449
chr4	151872625	151880736	16	1.38993
chr4	151880736	161880250	6426	1.85907
chr4	161880250	161887831	31	1.3948
chr4	161887831	172377108	6766	1.80525
chr4	172377108	172379152	10	1.23606
chr4	172379152	179078484	4157	1.80574
chr4	179078484	179096349	10	1.18466
chr4	179096349	189534046	7640	1.86432
chr4	189534046	191027924	900	1.4271
chr5	15532	36067	10	1.75298
chr5	36067	1286336	586	2.57643
chr5	1286336	1299677	10	1.66963
chr5	1299677	12796304	9746	2.33757
chr5	12796304	12843867	15	1.4723
chr5	12843867	17998046	3483	2.35072
chr5	17998046	24997747	4218	2.13149
chr5	24997747	25038694	18	2.80309
chr5	25038694	30748595	3403	2.11487
chr5	30748595	45395444	9391	2.33636
chr5	45395444	45609443	72	2.88502
chr5	45609443	49437394	232	2.13376
chr5	49437394	52876797	2060	1.34729
chr5	52876797	52899430	10	0.953216
chr5	52899430	59361934	4647	1.43181
chr5	59361934	59393380	10	0.855108
chr5	59393380	59825389	229	1.4151
chr5	59825389	59846266	10	0.826813
chr5	59846266	96545075	21075	1.39932
chr5	96545075	96566342	10	0.825928
chr5	96566342	103221007	3862	1.34641
chr5	103221007	103240080	10	0.890922
chr5	103240080	125845838	15564	1.37399
chr5	125845838	125860318	10	0.897354
chr5	125860318	128857807	1775	1.39173
chr5	128857807	128876065	12	0.969182
chr5	128876065	129957808	597	1.35273
chr5	129957808	129995778	14	0.979732
chr5	129995778	136378424	3966	1.49951
chr5	136378424	136396504	10	1.07586
chr5	136396504	139766841	1728	1.5084
chr5	139766841	139811367	13	1.02589
chr5	139811367	141243119	706	1.43741
chr5	141243119	141275777	10	2.16362
chr5	141275777	156315216	10395	1.45416
chr5	156315216	161849549	3748	2.26139
chr5	161849549	161867207	10	1.33232
chr5	161867207	169848177	5856	2.22416
chr5	169848177	169857108	11	1.36714
chr5	169857108	173306968	2447	2.34318
chr5	173306968	173327521	10	1.61296
chr5	173327521	177123452	2315	2.28809
chr5	177123452	177305200	20	1.58534
chr5	177305200	179096280	1093	2.34057
chr5	179096280	179104566	10	1.35213
chr5	179104566	180376616	737	2.33301
chr5	180376616	180446311	27	1.79435
chr5	180446311	180790321	165	2.41986
chr6	149661	13672450	11002	2.40193
chr6	13672450	13706203	10	1.7062
chr6	13706203	18226001	3276	2.42522
chr6	18226001	18236098	10	1.37572
chr6	18236098	19041150	706	2.34169
chr6	19041150	19050855	10	1.57966
chr6	19050855	26896931	5608	2.33865
chr6	26896931	26951085	23	1.64539
chr6	26951085	31388153	2209	2.35571
chr6	31388153	31412980	19	1.81074
chr6	31412980	32509379	453	2.42904
chr6	32509379	32565670	12	1.63925
chr6	32565670	33409782	459	2.37877
chr6	33409782	33412835	10	1.39499
chr6	33412835	34114826	519	2.60498
chr6	34114826	34162952	21	1.83504
chr6	34162952	35281342	575	2.46613
chr6	35281342	35322093	10	1.76737
chr6	35322093	39523670	2843	2.47619
chr6	39523670	39548280	10	1.11617
chr6	39548280	43038393	2374	2.5122
chr6	43038393	43072674	14	1.72578
chr6	43072674	44770661	1023	2.55869
chr6	44770661	54071222	6213	2.2917
chr6	54071222	54088732	10	1.31479
chr6	54088732	64435561	3828	2.21134
chr6	64435561	64467514	14	3.19445
chr6	64467514	67714584	2200	2.13775
chr6	67714584	67731496	10	1.34413
chr6	67731496	70262434	1668	2.11817
chr6	70262434	70282224	10	1.27221
chr6	70282224	103184659	21093	2.2249
chr6	103184659	103221012	16	1.59118
chr6	103221012	134955441	20196	2.26005
chr6	134955441	134974299	11	1.62389
chr6	134974299	162738990	19013	2.29219
chr6	162738990	162768143	28	1.74572
chr6	162768143	171051006	5954	2.35392
chr7	43259	9016862	5360	2.39484
chr7	9016862	9020771	10	1.34936
chr7	9020771	9195303	148	2.18447
chr7	9195303	9212240	12	1.56455
chr7	9212240	20128454	8977	2.21804
chr7	20128454	20143440	10	1.44464
chr7	20143440	21104913	699	2.2375
chr7	21104913	21131865	20	1.65742
chr7	21131865	23714182	1958	2.33128
chr7	23714182	23729548	12	1.69164
chr7	23729548	44000177	14530	2.37215
chr7	44000177	44084759	12	1.69127
chr7	44084759	54380284	7314	2.31064
chr7	54380284	54396346	10	1.31617
chr7	54396346	57519163	1907	2.30943
chr7	57519163	62123666	305	1.98724
chr7	62123666	62162080	16	1.31306
chr7	62162080	65479345	1295	2.16937
chr7	65479345	65772575	113	1.44279
chr7	65772575	67094484	564	2.94831
chr7	67094484	67654176	392	2.36761
chr7	67654176	67817203	122	3.11235
chr7	67817203	69494218	1064	2.29133
chr7	69494218	70155870	428	3.21006
chr7	70155870	75825595	2283	2.31149
chr7	75825595	76073785	93	3.98561
chr7	76073785	76658212	278	3.21412
chr7	76658212	76762375	14	2.16299
chr7	76762375	77832493	699	3.91466
chr7	77832493	78662896	712	2.96555
chr7	78662896	81509267	1953	2.17881
chr7	81509267	81966209	304	1.31484
chr7	81966209	85902097	2560	1.75415
chr7	85902097	86859409	580	1.37595
chr7	86859409	86880978	10	0.708349
chr7	86880978	102326448	8812	1.435
chr7	102326448	102365812	33	2.29789
chr7	102365812	102475708	40	1.57423
chr7	102475708	102494266	12	0.961406
chr7	102494266	102878176	167	1.48901
chr7	102878176	102923679	11	0.96831
chr7	102923679	109441794	4389	1.4373
chr7	109441794	109454250	10	0.902173
chr7	109454250	119906009	6298	1.38251
chr7	119906009	119948195	11	0.866565
chr7	119948195	133781914	8565	1.43324
chr7	133781914	133788013	17	2.4024
chr7	133788013	138560138	3275	1.47384
chr7	138560138	138573185	10	0.97581
chr7	138573185	140147964	858	1.54628
chr7	140147964	140164033	10	0.994498
chr7	140164033	143218913	2115	1.49452
chr7	143218913	143416904	33	2.01105
chr7	143416904	143906757	340	1.4472
chr7	143906757	144075223	43	1.80316
chr7	144075223	147799147	2503	1.35623
chr7	147799147	150285452	1404	1.50704
chr7	150285452	150312405	11	0.848479
chr7	150312405	159127005	5905	1.52652
chr8	31254	12242335	11551	1.45448
chr8	12242335	12276544	29	1.97819
chr8	12276544	14438922	1950	1.3862
chr8	14438922	17242021	2511	0.937196
chr8	17242021	18959907	1675	1.41679
chr8	18959907	18973393	10	0.975615
chr8	18973393	20066592	961	1.45404
chr8	20066592	20995206	816	1.0525
chr8	20995206	21047738	56	1.59057
chr8	21047738	21078975	44	1.03764
chr8	21078975	22394189	839	1.51439
chr8	22394189	22684660	164	1.10219
chr8	22684660	22707091	15	1.70425
chr8	22707091	22757202	34	1.16993
chr8	22757202	23109008	188	1.81384
chr8	23109008	23444625	252	2.97312
chr8	23444625	23708984	219	2.43282
chr8	23708984	24203445	277	3.17767
chr8	24203445	24315569	75	2.46968
chr8	24315569	24502156	154	0.974815
chr8	24502156	24506259	18	1.37992
chr8	24506259	24975038	383	0.99276
chr8	24975038	24984291	22	1.41701
chr8	24984291	25232093	167	0.952038
chr8	25232093	25280372	42	1.47292
chr8	25280372	25523295	198	0.9824
chr8	25523295	25942915	369	1.91961
chr8	25942915	26311955	232	1.48505
chr8	26311955	27474847	943	1.0268
chr8	27474847	28452615	756	1.48201
chr8	28452615	29030111	298	1.84452
chr8	29030111	29625685	411	1.43801
chr8	29625685	30274120	417	1.01222
chr8	30274120	30905607	332	1.44168
chr8	30905607	30922942	13	0.986346
chr8	30922942	32293959	1020	1.36744
chr8	32293959	32307055	18	1.94842
chr8	32307055	32678517	303	1.3728
chr8	32678517	32688308	13	0.980981
chr8	32688308	33598588	522	1.39855
chr8	33598588	35352313	995	0.957448
chr8	35352313	36055903	362	2.68964
chr8	36055903	37697015	969	3.39121
chr8	37697015	39365927	812	2.33038
chr8	39365927	39388539	11	1.56507
chr8	39388539	40361951	781	2.23212
chr8	40361951	40848010	355	1.42723
chr8	40848010	41030686	106	1.91391
chr8	41030686	42346890	874	1.50584
chr8	42346890	43505559	447	1.76878
chr8	43505559	45335791	51	1.33233
chr8	45335791	50236345	1546	2.30015
chr8	50236345	50274399	17	1.25183
chr8	50274399	64020292	9160	2.24448
chr8	64020292	64032853	10	1.30136
chr8	64032853	68781239	2543	2.26307
chr8	68781239	68797013	10	1.51512
chr8	68797013	69392099	412	2.21886
chr8	69392099	69419133	10	1.42062
chr8	69419133	69773098	229	2.68867
chr8	69773098	70200885	286	2.16701
chr8	70200885	70209944	10	1.40391
chr8	70209944	71683099	884	2.3134
chr8	71683099	72213838	333	2.70369
chr8	72213838	72219995	10	1.93289
chr8	72219995	72953974	532	2.8089
chr8	72953974	78535528	3576	2.22923
chr8	78535528	82379690	2289	2.69338
chr8	82379690	82390480	10	1.75022
chr8	82390480	83215263	436	2.55276
chr8	83215263	83240417	10	3.55907
chr8	83240417	85266230	1194	2.56012
chr8	85266230	85270825	12	1.39403
chr8	85270825	93017527	4362	2.64842
chr8	93017527	93020879	10	1.80657
chr8	93020879	112292886	11884	2.71833
chr8	112292886	112297770	10	1.44934
chr8	112297770	123070242	6962	2.67848
chr8	123070242	123072567	18	1.95574
chr8	123072567	142004509	14382	2.79907
chr8	142004509	142006900	13	1.89138
chr8	142006900	144309773	1157	3.0037
chr8	144309773	144314829	10	1.76331
chr8	144314829	146298156	644	2.8393
chr9	46587	1496521	1549	2.5317
chr9	1496521	1505206	10	1.71162
chr9	1505206	2969642	1656	2.55982
chr9	2969642	2978329	10	1.73328
chr9	2978329	6071591	2801	2.50832
chr9	6071591	6087490	11	1.80395
chr9	6087490	9971685	3683	2.46985
chr9	9971685	9974078	14	1.84478
chr9	9974078	33811925	18786	2.47323
chr9	33811925	33814979	16	1.79591
chr9	33814979	37905265	2345	2.599
chr9	37905265	37925967	10	1.77589
chr9	37925967	38771623	713	2.5784
chr9	38771623	40800446	135	2.15794
chr9	40800446	41600498	11	1.448
chr9	41600498	44242625	133	2.16495
chr9	44242625	44273096	12	1.41612
chr9	44273096	44678541	10	2.30842
chr9	44678541	44860212	39	1.42093
chr9	44860212	69924801	360	1.92144
chr9	69924801	69942051	10	1.32233
chr9	69942051	76471643	4091	1.85273
chr9	76471643	76511100	13	1.34627
chr9	76511100	87727497	8283	1.84276
chr9	87727497	87739543	12	1.29448
chr9	87739543	90936216	2311	1.88839
chr9	90936216	90983928	18	1.43123
chr9	90983928	92516221	1029	1.94164
chr9	92516221	92681888	22	2.54527
chr9	92681888	96631723	2770	1.92432
chr9	96631723	96648018	10	1.31749
chr9	96648018	101724933	3389	1.92815
chr9	101724933	101729680	10	2.73742
chr9	101729680	116913895	11292	1.86061
chr9	116913895	116939286	22	2.49397
chr9	116939286	120836131	3269	1.91685
chr9	120836131	120848419	10	1.3616
chr9	120848419	125024094	3092	1.89421
chr9	125024094	125040619	11	1.33366
chr9	125040619	131385125	3804	1.95604
chr9	131385125	133754606	1267	1.5544
chr9	133754606	133761263	10	2.22358
chr9	133761263	134264008	278	1.56187
chr9	134264008	134277827	10	1.05834
chr9	134277827	141091395	3706	1.59362
chr10	72759	2849303	2298	2.23762
chr10	2849303	2863159	10	1.56415
chr10	2863159	6411286	3219	2.23521
chr10	6411286	6419620	12	1.48963
chr10	6419620	15915760	8068	2.21295
chr10	15915760	15930997	17	1.56026
chr10	15930997	24376468	5895	2.15523
chr10	24376468	24378481	11	0.838333
chr10	24378481	43588203	10616	2.20588
chr10	43588203	43589818	15	1.64083
chr10	43589818	53607742	5324	2.2675
chr10	53607742	53908211	292	1.71733
chr10	53908211	56678897	2166	2.06067
chr10	56678897	56702016	14	1.46997
chr10	56702016	57183412	303	2.02416
chr10	57183412	57202526	11	1.40708
chr10	57202526	71375083	9821	2.14012
chr10	71375083	72484296	917	2.41815
chr10	72484296	72506075	20	3.46876
chr10	72506075	74718064	1421	2.38189
chr10	74718064	74740529	10	1.50163
chr10	74740529	80593166	3814	2.30432
chr10	80593166	80611443	10	1.63459
chr10	80611443	81176009	455	2.46548
chr10	81176009	89629120	5681	2.16916
chr10	89629120	89650846	36	1.65919
chr10	89650846	96863756	4755	2.20277
chr10	96863756	96865300	11	1.50972
chr10	96865300	102140779	3480	2.26403
chr10	102140779	102203421	23	1.61959
chr10	102203421	103830578	809	2.34951
chr10	103830578	103861882	10	1.24552
chr10	103861882	119550363	10945	2.21352
chr10	119550363	119568361	10	1.49246
chr10	119568361	120479238	664	2.22603
chr10	120479238	120499791	12	1.6286
chr10	120499791	122771512	1692	2.28871
chr10	122771512	122777480	11	1.57569
chr10	122777480	123346153	657	2.34275
chr10	123346153	123355427	20	1.80347
chr10	123355427	135506705	8794	2.32288
chr11	198510	15131660	10389	1.92006
chr11	15131660	15157053	14	1.42176
chr11	15157053	17333571	1478	1.92611
chr11	17333571	17350977	10	1.20089
chr11	17350977	21605870	3608	1.91786
chr11	21605870	21617221	10	1.24865
chr11	21617221	41106234	13705	1.81203
chr11	41106234	41123060	10	1.0279
chr11	41123060	48579207	4667	1.90075
chr11	48579207	55374040	1280	1.69702
chr11	55374040	55457129	61	1.20714
chr11	55457129	56602803	774	1.72615
chr11	56602803	73009271	8457	1.9474
chr11	73009271	73078187	28	2.58186
chr11	73078187	106805823	23325	1.81633
chr11	106805823	106818274	10	1.09235
chr11	106818274	119064781	8435	1.92932
chr11	119064781	119089730	10	1.38209
chr11	119089730	124332891	3923	1.95682
chr11	124332891	124354554	11	1.2367
chr11	124354554	131857341	5740	1.93645
chr11	131857341	131870351	10	0.999128
chr11	131870351	134944771	2387	1.9429
chr12	150442	8557590	5704	1.96072
chr12	8557590	8578647	18	1.15872
chr12	8578647	9632213	582	1.85921
chr12	9632213	9737045	31	1.23798
chr12	9737045	9782072	34	1.90162
chr12	9782072	9801977	10	1.03131
chr12	9801977	11512035	1159	1.78063
chr12	11512035	11547799	30	1.39612
chr12	11547799	18382754	4809	1.84705
chr12	18382754	18388488	10	1.10869
chr12	18388488	29455915	7906	1.80359
chr12	29455915	29464446	10	0.997813
chr12	29464446	33294652	2884	1.85881
chr12	33294652	33307867	29	1.27371
chr12	33307867	52159681	9121	1.82459
chr12	52159681	53538794	1096	2.04374
chr12	53538794	53602681	19	1.39885
chr12	53602681	59012167	3077	1.88609
chr12	59012167	59033225	10	2.68772
chr12	59033225	80098945	13821	1.80988
chr12	80098945	80116810	10	1.20319
chr12	80116810	85459526	3354	1.75089
chr12	85459526	85479578	12	1.05421
chr12	85479578	97880279	8062	1.82899
chr12	97880279	97884265	11	1.30826
chr12	97884265	122080452	16284	1.91025
chr12	122080452	122146073	15	1.38228
chr12	122146073	133778190	8103	1.93635
chr13	19026949	21201894	1239	1.85528
chr13	21201894	21492572	164	1.43596
chr13	21492572	22175315	438	1.85126
chr13	22175315	22562312	296	2.24285
chr13	22562312	23396705	690	1.40611
chr13	23396705	23434964	10	0.955889
chr13	23434964	23998943	434	1.40211
chr13	23998943	24227818	169	4.01544
chr13	24227818	33697914	7294	1.45387
chr13	33697914	33712645	17	2.56616
chr13	33712645	35938029	1509	1.39614
chr13	35938029	36220308	192	1.99963
chr13	36220308	36437362	175	1.48758
chr13	36437362	37181912	557	2.12851
chr13	37181912	38075934	640	1.65345
chr13	38075934	38084744	12	0.811876
chr13	38084744	38354335	237	1.57408
chr13	38354335	38839783	339	1.32245
chr13	38839783	39260627	277	2.12631
chr13	39260627	39870595	498	3.00454
chr13	39870595	39871827	10	1.90469
chr13	39871827	40933702	826	3.10272
chr13	40933702	41032842	92	2.29084
chr13	41032842	41080479	34	3.27626
chr13	41080479	41202008	79	2.32521
chr13	41202008	41217658	10	1.31278
chr13	41217658	41783877	264	2.21983
chr13	41783877	43464497	1211	1.43134
chr13	43464497	44311886	688	1.86586
chr13	44311886	44360036	29	3.12972
chr13	44360036	45046726	492	1.92838
chr13	45046726	45071564	11	1.36162
chr13	45071564	45848844	408	1.92841
chr13	45848844	46708665	557	1.46798
chr13	46708665	47908569	906	0.986253
chr13	47908569	47936554	10	0.548998
chr13	47936554	48016533	66	0.979242
chr13	48016533	48294092	188	1.41158
chr13	48294092	48327901	17	0.925813
chr13	48327901	48331666	11	1.76165
chr13	48331666	50565341	1381	0.981852
chr13	50565341	51253671	417	1.45043
chr13	51253671	51339653	82	1.83904
chr13	51339653	52813539	852	1.45948
chr13	52813539	53026649	61	0.988159
chr13	53026649	53894102	488	1.47712
chr13	53894102	54043757	103	2.23912
chr13	54043757	54280986	145	3.15364
chr13	54280986	54376650	77	2.1554
chr13	54376650	54772424	293	1.36969
chr13	54772424	55203737	257	0.899504
chr13	55203737	55216999	14	1.58215
chr13	55216999	55679025	234	0.909096
chr13	55679025	55691687	11	1.26545
chr13	55691687	57485276	909	0.878308
chr13	57485276	57563361	34	1.79495
chr13	57563361	57749098	96	0.86882
chr13	57749098	57820974	63	1.24202
chr13	57820974	57860408	26	1.74521
chr13	57860408	59355765	848	0.885734
chr13	59355765	59374045	14	1.8413
chr13	59374045	60577372	785	0.944264
chr13	60577372	62520872	1199	1.33782
chr13	62520872	62556921	11	1.91487
chr13	62556921	64183118	913	1.28566
chr13	64183118	64198564	12	3.49179
chr13	64198564	65735590	924	1.27162
chr13	65735590	65764864	14	3.39329
chr13	65764864	66660950	562	1.27029
chr13	66660950	66678025	10	2.18836
chr13	66678025	71691253	3317	1.27655
chr13	71691253	73360899	1156	3.6025
chr13	73360899	73374802	10	2.17496
chr13	73374802	76611224	2383	3.09214
chr13	76611224	76653954	38	2.47448
chr13	76653954	78657247	1321	3.09206
chr13	78657247	79758200	816	2.61846
chr13	79758200	80498078	456	3.08019
chr13	80498078	80555791	27	1.96469
chr13	80555791	82177595	1069	2.95136
chr13	82177595	82468462	168	2.35001
