Chromosome	Start	End	Num.Probes	Segment.Mean
chr5	23587145	23826287	168	1.78143
chr5	23826287	25363498	904	3.35873
chr5	25363498	25732446	222	4.2652
chr5	25732446	26005637	197	3.2917
chr5	26005637	28700206	1562	2.84755
chr5	28700206	28715596	12	2.03298
chr5	28715596	29697817	621	2.96503
chr5	29697817	29716023	11	4.22201
chr5	29716023	29892485	108	3.12293
chr5	29892485	31559328	1205	2.14015
chr5	31559328	31569168	10	1.32269
chr5	31569168	32916635	954	2.19273
chr5	32916635	32927601	11	3.11787
chr5	32927601	33843930	625	2.19593
chr5	33843930	42212762	5563	2.69635
chr5	42212762	42340820	79	2.12264
chr5	42340820	43848111	734	3.45768
chr5	43848111	43864961	10	1.95415
chr5	43864961	43925334	33	3.61971
chr5	43925334	44393273	225	2.20692
chr5	44393273	44637242	124	2.80674
chr5	44637242	45636838	396	2.17855
chr5	45636838	45935174	133	3.22388
chr5	45935174	45995084	10	2.29071
chr5	45995084	47911052	77	3.4962
chr5	47911052	57989797	5659	2.18935
chr5	57989797	58024029	17	2.93748
chr5	58024029	85536672	16336	2.19459
chr5	85536672	85551469	12	2.91713
chr5	85551469	99375581	7683	2.18079
chr5	99375581	99407343	11	2.99931
chr5	99407343	103593782	2420	2.16165
chr5	103593782	103605266	10	1.56065
chr5	103605266	115536171	8183	2.18113
chr5	115536171	115541454	12	2.99417
chr5	115541454	134713212	12356	2.18406
chr5	134713212	134726008	10	2.91534
chr5	134726008	134834887	91	2.14558
chr5	134834887	134852155	10	2.91799
chr5	134852155	143633200	5241	2.19881
chr5	143633200	143647443	10	1.62055
chr5	143647443	151515428	5376	2.19556
chr5	151515428	151519311	13	3.37245
chr5	151519311	180790321	19723	2.18059
chr6	149661	19094091	15060	1.84704
chr6	19094091	31283549	7706	2.29527
chr6	31283549	31303187	11	3.77049
chr6	31303187	31362620	71	2.32378
chr6	31362620	31453655	88	4.11715
chr6	31453655	32469943	377	2.34019
chr6	32469943	32509379	13	3.6932
chr6	32509379	42189866	6392	2.34517
chr6	42189866	53226348	7041	1.36616
chr6	53226348	53397161	106	2.44497
chr6	53397161	54565033	867	1.3429
chr6	54565033	54580139	11	2.07968
chr6	54580139	62220625	2286	1.34765
chr6	62220625	62241843	19	2.04376
chr6	62241843	68789353	4165	1.29477
chr6	68789353	68802625	10	0.885856
chr6	68802625	72781810	2590	1.31008
chr6	72781810	72800175	11	1.88663
chr6	72800175	74592341	1162	1.35402
chr6	74592341	74603580	10	2.59546
chr6	74603580	79026637	2902	1.3326
chr6	79026637	79035100	13	1.83812
chr6	79035100	81528404	1655	1.34649
chr6	81528404	81579914	27	2.23608
chr6	81579914	85632808	2571	1.3505
chr6	85632808	85661423	13	0.968337
chr6	85661423	103736402	11406	1.32076
chr6	103736402	103765570	47	2.47618
chr6	103765570	131032176	17108	1.34952
chr6	131032176	131044611	10	1.85511
chr6	131044611	135687410	3266	1.34303
chr6	135687410	135703731	10	0.933399
chr6	135703731	141974779	3969	1.33692
chr6	141974779	142017987	19	0.941466
chr6	142017987	160976492	13003	1.36446
chr6	160976492	161014568	16	1.84471
chr6	161014568	171051006	7429	1.35396
chr7	43259	5945895	3127	1.40338
chr7	5945895	6015256	12	2.11721
chr7	6015256	10880442	3639	1.3576
chr7	10880442	10894379	10	1.93944
chr7	10894379	11894000	895	1.32573
chr7	11894000	11903245	10	0.94112
chr7	11903245	23477411	9388	1.34773
chr7	23477411	23499639	10	1.99949
chr7	23499639	35095569	8310	1.36477
chr7	35095569	35273203	50	1.67203
chr7	35273203	35883482	485	1.36629
chr7	35883482	38290703	1861	1.64254
chr7	38290703	38368652	110	2.3075
chr7	38368652	47090879	5800	1.65957
chr7	47090879	47103551	11	1.16682
chr7	47103551	48099985	733	1.66263
chr7	48099985	48122132	10	2.47611
chr7	48122132	48507344	237	1.63659
chr7	48507344	48525860	14	1.18105
chr7	48525860	53228584	3501	1.60397
chr7	53228584	53239298	10	2.23264
chr7	53239298	57076436	2498	1.6306
chr7	57076436	57167455	10	2.36102
chr7	57167455	61297950	461	1.68081
chr7	61297950	61882136	46	2.03149
chr7	61882136	66573972	1743	2.72442
chr7	66573972	67878480	854	5.68559
chr7	67878480	72390559	2808	2.60396
chr7	72390559	75460462	763	1.73827
chr7	75460462	76143866	260	3.58002
chr7	76143866	76750212	277	1.89609
chr7	76750212	81554520	3392	1.65534
chr7	81554520	81569123	10	1.10513
chr7	81569123	83013466	985	1.58272
chr7	83013466	83027034	10	1.01006
chr7	83027034	87876386	2939	1.60339
chr7	87876386	90455329	1711	2.61626
chr7	90455329	92233027	1130	1.66764
chr7	92233027	93825791	1109	2.72229
chr7	93825791	97379658	2243	1.64131
chr7	97379658	97404427	27	2.53699
chr7	97404427	98737391	691	1.70078
chr7	98737391	98767453	17	1.28138
chr7	98767453	106789701	4301	1.69064
chr7	106789701	107099797	142	7.19142
chr7	107099797	107727664	390	5.9295
chr7	107727664	108358469	461	6.85237
chr7	108358469	109427670	691	4.49199
chr7	109427670	109558312	112	3.28858
chr7	109558312	111627753	1354	2.61355
chr7	111627753	118133710	3948	1.61698
chr7	118133710	118163051	16	0.473086
chr7	118163051	126045519	4732	1.60673
chr7	126045519	126046745	11	0.914452
chr7	126046745	127226783	858	1.64752
chr7	127226783	129822645	1335	2.79577
chr7	129822645	129853993	17	3.65028
chr7	129853993	150064439	12981	2.7609
chr7	150064439	151272375	807	1.68286
chr7	151272375	152374817	566	2.1185
chr7	152374817	153943334	1099	1.65039
chr7	153943334	155851645	1529	2.10241
chr7	155851645	158080383	1406	1.65362
chr7	158080383	159127005	673	2.14228
chr8	31254	7031892	7971	1.7001
chr8	7031892	7973134	226	1.94639
chr8	7973134	8017984	20	2.53949
chr8	8017984	12265348	3356	1.72327
chr8	12265348	12562202	98	2.02811
chr8	12562202	12880026	327	1.70079
chr8	12880026	12891465	10	2.33258
chr8	12891465	27401027	12129	1.71001
chr8	27401027	27406490	10	2.33904
chr8	27406490	42178879	9315	1.70749
chr8	42178879	42186415	10	2.39676
chr8	42186415	51379760	2863	1.70916
chr8	51379760	56988780	3700	2.64689
chr8	56988780	58629923	1068	1.70287
chr8	58629923	71198586	7851	2.67165
chr8	71198586	71280150	38	3.29306
chr8	71280150	73650534	1578	2.64703
chr8	73650534	74113606	360	2.16806
chr8	74113606	78399547	2616	2.59326
chr8	78399547	79537047	629	2.16634
chr8	79537047	79745468	107	2.64534
chr8	79745468	80361129	439	2.18468
chr8	80361129	81249546	512	2.7445
chr8	81249546	89931631	4801	2.17321
chr8	89931631	90963618	715	2.6854
chr8	90963618	93048731	1233	2.21498
chr8	93048731	100138947	4447	3.2763
chr8	100138947	100159624	10	4.61094
chr8	100159624	100442881	133	3.22571
chr8	100442881	100459786	10	4.40398
chr8	100459786	106820768	3931	3.30155
chr8	106820768	107844453	641	2.77186
chr8	107844453	107860190	17	1.73168
chr8	107860190	108595516	551	1.23561
chr8	108595516	109009512	268	2.26652
chr8	109009512	109601788	341	1.1667
chr8	109601788	111302051	976	2.82931
chr8	111302051	111836526	285	2.13131
chr8	111836526	111856209	10	4.82185
chr8	111856209	112376993	283	2.15859
chr8	112376993	112584212	107	3.05372
chr8	112584212	114650208	1106	4.29173
chr8	114650208	115631365	597	2.76588
chr8	115631365	117972523	1507	3.3133
chr8	117972523	118549411	380	4.67919
chr8	118549411	120365631	1436	6.97385
chr8	120365631	120721100	251	4.50378
chr8	120721100	120899053	90	7.1838
chr8	120899053	121051252	111	5.52871
chr8	121051252	121608874	326	8.60269
chr8	121608874	121748086	97	7.22595
chr8	121748086	122494826	511	5.95077
chr8	122494826	123006071	345	7.5431
chr8	123006071	123443448	284	6.54202
chr8	123443448	123463653	31	8.34986
chr8	123463653	123510114	30	10.8495
chr8	123510114	124729705	864	7.69735
chr8	124729705	124745914	10	10.8715
chr8	124745914	126253821	1011	7.86468
chr8	126253821	126303940	35	6.33762
chr8	126303940	126678611	308	5.02823
chr8	126678611	127103834	302	4.25926
chr8	127103834	127406163	210	5.69886
chr8	127406163	127446412	18	4.27715
chr8	127446412	127884188	353	5.58623
chr8	127884188	127903502	18	8.99833
chr8	127903502	128380402	348	6.52582
chr8	128380402	128408884	24	4.88027
chr8	128408884	130267106	1355	6.46
chr8	130267106	130878163	462	3.27426
chr8	130878163	131188234	157	2.23645
chr8	131188234	131217528	10	3.12239
chr8	131217528	132794988	1207	2.18458
chr8	132794988	137189495	3657	1.86395
chr8	137189495	137219371	10	1.19066
chr8	137219371	139338826	1754	1.79535
chr8	139338826	139784258	367	2.21039
chr8	139784258	145594880	3152	1.87311
chr8	145594880	145809614	70	1.13724
chr8	145809614	146277706	222	0.937999
chr8	146277706	146298156	13	1.81047
chr9	46587	17425403	15929	2.47768
chr9	17425403	17432588	10	1.71289
chr9	17432588	18279836	838	2.4836
chr9	18279836	21263130	2475	1.37948
chr9	21263130	21280881	11	0.988503
chr9	21280881	23362460	1462	1.35603
chr9	23362460	23380639	11	0.583398
chr9	23380639	33812129	7785	1.35661
chr9	33812129	33814326	11	1.93388
chr9	33814326	37294417	1968	1.43048
chr9	37294417	37672069	242	1.90468
chr9	37672069	42004147	1043	1.39416
chr9	42004147	43251818	25	1.84662
chr9	43251818	43667732	25	0.769716
chr9	43667732	43792960	17	1.10247
chr9	43792960	44247866	33	1.5037
chr9	44247866	44391339	12	2.20775
chr9	44391339	44730568	10	0.935285
chr9	44730568	44825654	31	2.23867
chr9	44825654	45706401	58	1.66612
chr9	45706401	46040605	17	2.48047
chr9	46040605	66913398	64	1.56848
chr9	66913398	67672419	10	1.09739
chr9	67672419	69499471	153	1.50439
chr9	69499471	69527931	13	1.09759
chr9	69527931	69811090	18	2.11596
chr9	69811090	83105424	9072	1.37303
chr9	83105424	87217448	2938	1.84304
chr9	87217448	87245266	23	1.47854
chr9	87245266	94864243	5519	1.86973
chr9	94864243	94913885	33	2.35293
chr9	94913885	98266857	2103	1.91267
chr9	98266857	98269951	11	2.64673
chr9	98269951	100684838	1472	1.88302
chr9	100684838	102643605	1376	2.90017
chr9	102643605	103707692	632	2.47643
chr9	103707692	103723267	11	1.35372
chr9	103723267	104523642	592	1.84837
chr9	104523642	107038442	1879	2.31108
chr9	107038442	109255136	1652	1.86508
chr9	109255136	116878717	5946	2.36331
chr9	116878717	125223846	6555	1.87381
chr9	125223846	141091395	8958	2.79349
chr10	72759	3651485	3043	2.00422
chr10	3651485	5338408	1597	1.66649
chr10	5338408	6631627	1093	2.74295
chr10	6631627	7869463	1192	1.66607
chr10	7869463	7904283	31	2.03663
chr10	7904283	11508328	3069	1.62749
chr10	11508328	11527550	10	2.21038
chr10	11527550	26668819	11129	1.62951
chr10	26668819	26687770	12	1.22127
chr10	26687770	38753797	8371	1.60801
chr10	38753797	45708737	2230	1.94725
chr10	45708737	45722144	10	1.45451
chr10	45722144	47036597	346	1.98968
chr10	47036597	47058980	15	2.54118
chr10	47058980	48706604	587	1.9662
chr10	48706604	49241485	24	2.60833
chr10	49241485	59096089	6925	1.92526
chr10	59096089	59097814	10	2.76934
chr10	59097814	65472880	4435	1.95857
chr10	65472880	65484368	10	1.46398
chr10	65484368	67308310	1271	1.94427
chr10	67308310	67318620	23	1.16863
chr10	67318620	70054232	1854	1.90903
chr10	70054232	70063633	10	1.44931
chr10	70063633	73722435	2704	1.98978
chr10	73722435	73742139	10	1.3208
chr10	73742139	98830661	16547	1.96144
chr10	98830661	98848847	14	2.57129
chr10	98848847	135506705	25777	1.94181
chr11	198510	1920270	627	1.49037
chr11	1920270	1964235	13	2.01919
chr11	1964235	4073417	1057	1.45195
chr11	4073417	4094122	12	2.07365
chr11	4094122	4265596	132	1.5217
chr11	4265596	4332025	21	2.47741
chr11	4332025	4967523	667	1.40622
chr11	4967523	4976839	40	2.26794
chr11	4976839	16029355	8539	1.41589
chr11	16029355	16057788	23	1.12434
chr11	16057788	18961723	1909	1.42577
chr11	18961723	18970961	10	2.10814
chr11	18970961	25737730	5449	1.36724
chr11	25737730	25753426	10	0.869588
chr11	25753426	42796199	11924	1.37497
chr11	42796199	42823010	11	0.922511
chr11	42823010	50655178	4319	1.44907
chr11	50655178	51170879	17	1.988
chr11	51170879	60228769	3450	1.39194
chr11	60228769	60231440	10	0.710018
chr11	60231440	62262810	1156	1.43945
chr11	62262810	64018049	812	2.5626
chr11	64018049	64068036	10	1.6656
chr11	64068036	73422562	4431	2.36782
chr11	73422562	73436478	10	3.37634
chr11	73436478	84334968	7277	2.36661
chr11	84334968	84630253	237	1.39218
chr11	84630253	134944771	36169	2.35797
chr12	150442	8363810	5637	1.40536
chr12	8363810	8557590	67	1.68749
chr12	8557590	8578647	18	2.59845
chr12	8578647	9632213	582	1.41734
chr12	9632213	9692676	15	2.74811
chr12	9692676	13206442	2584	1.40595
chr12	13206442	13231739	12	1.89272
chr12	13231739	18387945	3464	1.36559
chr12	18387945	18388618	10	2.0395
chr12	18388618	20425717	1346	1.3425
chr12	20425717	20451123	16	1.0507
chr12	20451123	26011389	4032	1.36584
chr12	26011389	26021212	12	0.956433
chr12	26021212	27637969	1117	1.36837
chr12	27637969	27643435	17	1.83991
chr12	27643435	28091366	338	1.4058
chr12	28091366	28100552	33	1.8621
chr12	28100552	30238382	1570	1.36964
chr12	30238382	30240233	10	1.93809
chr12	30240233	32530353	1786	1.391
chr12	32530353	32531494	11	1.97073
chr12	32531494	37970628	1390	1.38203
chr12	37970628	38104779	32	1.85207
chr12	38104779	40816211	1462	1.35736
chr12	40816211	40817379	13	2.04519
chr12	40817379	48892755	5189	1.36711
chr12	48892755	48914112	10	1.00892
chr12	48914112	51299545	1091	1.43099
chr12	51299545	70111635	12003	2.36754
chr12	70111635	70138774	11	3.15577
chr12	70138774	85805276	10016	2.33699
chr12	85805276	85820615	10	3.16301
chr12	85820615	130983147	30768	2.34684
chr12	130983147	132132597	946	1.43405
chr12	132132597	132142350	13	2.48571
chr12	132142350	133596370	501	1.43967
chr12	133596370	133614919	11	2.18162
chr12	133614919	133778190	68	1.39802
chr13	19026949	22299032	1906	1.52539
chr13	22299032	22749585	401	1.82568
chr13	22749585	22757428	12	1.20678
chr13	22757428	22958246	177	1.79585
chr13	22958246	22984890	25	1.37543
chr13	22984890	23329161	248	1.75967
chr13	23329161	23453455	77	1.45015
chr13	23453455	23625765	116	1.79895
chr13	23625765	23630944	10	1.25134
chr13	23630944	32532371	6872	1.83322
chr13	32532371	32539235	19	3.1876
chr13	32539235	37942002	3820	1.85126
chr13	37942002	38811607	701	1.66228
chr13	38811607	38824704	10	2.90218
chr13	38824704	48965419	7144	1.84131
chr13	48965419	49022596	76	3.23713
chr13	49022596	49048857	10	1.08623
chr13	49048857	49171384	75	0.437216
chr13	49171384	49194556	22	0.695226
chr13	49194556	49221675	32	0.357146
chr13	49221675	49247332	17	0.691327
chr13	49247332	49272972	18	0.407156
chr13	49272972	49289312	10	0.762852
chr13	49289312	49298939	12	0.49343
chr13	49298939	49312348	10	0.256166
chr13	49312348	49406481	76	0.447094
chr13	49406481	49423592	11	0.26897
chr13	49423592	49474743	45	0.397393
chr13	49474743	49482485	10	0.266631
chr13	49482485	49626513	76	0.408048
chr13	49626513	49653847	11	0.709996
chr13	49653847	49763916	42	0.383954
chr13	49763916	49997876	109	2.33698
chr13	49997876	50591782	282	3.18383
chr13	50591782	62973713	7265	1.47136
chr13	62973713	62991991	12	1.9823
chr13	62991991	67037629	2409	1.43667
chr13	67037629	67965973	697	1.80809
chr13	67965973	68003142	20	1.32801
chr13	68003142	69242120	681	1.75894
chr13	69242120	69259114	21	1.36477
chr13	69259114	69268680	22	0.577609
chr13	69268680	71191445	1309	1.78046
chr13	71191445	71205798	10	1.04681
chr13	71205798	77160377	4287	1.82512
chr13	77160377	77536683	309	0.906294
chr13	77536683	78235043	375	2.56006
chr13	78235043	78262307	10	1.84091
chr13	78262307	84103520	3815	2.47871
chr13	84103520	84158570	48	1.42964
chr13	84158570	97442871	8422	2.48362
chr13	97442871	97864392	267	2.87337
chr13	97864392	99553163	1281	2.54874
chr13	99553163	101547398	1222	2.05618
chr13	101547398	101631632	87	3.48012
chr13	101631632	102027310	333	1.99063
chr13	102027310	104177553	1847	2.35176
chr13	104177553	108769101	3832	2.84692
chr13	108769101	110856547	1712	2.34559
chr13	110856547	115108398	2555	2.8314
chr14	19002124	22426235	1634	2.19608
chr14	22426235	22980999	499	2.74589
chr14	22980999	23955009	533	2.19365
chr14	23955009	25678813	1184	3.20234
chr14	25678813	28483945	1800	2.08977
chr14	28483945	50090287	13443	3.21408
chr14	50090287	50387465	115	4.23213
chr14	50387465	50697404	194	3.14989
chr14	50697404	52095426	991	2.013
chr14	52095426	52145640	27	2.9509
chr14	52145640	70016013	11697	2.00078
chr14	70016013	70022719	10	1.01749
chr14	70022719	76718871	4301	1.98317
chr14	76718871	76735346	10	2.69478
chr14	76735346	78803177	1523	1.98716
chr14	78803177	78813618	10	1.38661
chr14	78813618	87286708	5780	1.95448
chr14	87286708	87310719	10	1.36975
chr14	87310719	88753638	973	1.96405
chr14	88753638	88765833	10	1.39773
chr14	88765833	97950118	6338	1.97928
chr14	97950118	97962707	11	1.37276
chr14	97962707	102185860	3094	1.96467
chr14	102185860	106789534	1843	3.02435
chr14	106789534	106823826	11	1.80637
chr14	106823826	107285438	307	2.98517
chr15	20016328	20581453	109	1.64862
chr15	20581453	20588492	17	2.55866
chr15	20588492	20637033	28	1.6462
chr15	20637033	20837072	14	2.60933
chr15	20837072	21239044	130	1.52146
chr15	21239044	21603986	10	2.31547
chr15	21603986	23285580	463	1.43708
chr15	23285580	23649785	14	2.0271
chr15	23649785	24478285	626	1.34382
chr15	24478285	24506432	10	0.931282
chr15	24506432	24668542	69	1.43545
chr15	24668542	24721944	44	2.20307
chr15	24721944	28934879	2842	1.36443
chr15	28934879	28962196	10	2.10143
chr15	28962196	32571176	2048	1.41109
chr15	32571176	32903799	42	1.71838
chr15	32903799	34686706	1509	1.39117
chr15	34686706	34739913	23	0.99992
chr15	34739913	34756991	10	0.490007
chr15	34756991	34780282	22	0.878326
chr15	34780282	34798045	14	0.621396
chr15	34798045	43082333	5431	1.39882
chr15	43082333	43101644	11	1.93321
chr15	43101644	43320522	86	1.3514
chr15	43320522	91619057	30662	2.78258
chr15	91619057	91628190	11	2.02828
chr15	91628190	102469041	8560	2.7275
chr16	60777	651466	276	1.52195
chr16	651466	673419	23	2.00802
chr16	673419	9432223	6599	1.4629
chr16	9432223	9443538	10	1.96719
chr16	9443538	15355070	4523	1.48553
chr16	15355070	15502940	18	2.13329
chr16	15502940	26799621	6654	1.48628
chr16	26799621	26807311	19	1.18132
chr16	26807311	31483306	2029	1.51921
chr16	31483306	34353144	644	2.0165
chr16	34353144	34516924	108	2.40493
chr16	34516924	53293757	4687	1.93191
chr16	53293757	53498662	163	2.35415
chr16	53498662	53500012	12	3.20314
chr16	53500012	55806988	2004	2.23697
chr16	55806988	55822183	10	3.53171
chr16	55822183	63292880	4760	2.19621
chr16	63292880	67676426	2962	1.9379
chr16	67676426	67768592	18	2.54494
chr16	67768592	68730189	445	2.00116
chr16	68730189	68773886	19	1.17638
chr16	68773886	68791117	11	0.460472
chr16	68791117	68871061	58	0.958582
chr16	68871061	70869953	894	1.99802
chr16	70869953	71203995	222	2.3047
chr16	71203995	72442403	708	1.99447
chr16	72442403	72461912	10	1.46987
chr16	72461912	76063197	2348	1.96125
chr16	76063197	76079899	10	2.69019
chr16	76079899	90099397	13023	1.94265
chr16	90099397	90104181	10	1.25626
chr16	90104181	90287536	50	1.89211
chr17	526	7583898	4333	1.45957
chr17	7583898	8234523	292	2.11251
chr17	8234523	8248595	11	1.51648
chr17	8248595	18357169	7020	2.0357
chr17	18357169	18467209	29	3.30989
chr17	18467209	26236147	2128	2.07499
chr17	26236147	26413120	98	0.951972
chr17	26413120	26468645	26	0.719098
chr17	26468645	29002261	1097	0.970896
chr17	29002261	29058821	18	1.35537
chr17	29058821	30982975	942	0.948247
chr17	30982975	38245943	4668	1.39754
chr17	38245943	38461749	65	1.63834
chr17	38461749	81049727	25250	2.36297
chr18	11543	13931316	10100	1.74139
chr18	13931316	13943819	10	1.16873
chr18	13943819	14645656	269	1.79804
chr18	14645656	14710672	14	2.42041
chr18	14710672	15172655	186	1.76578
chr18	15172655	20122235	807	2.18899
chr18	20122235	21966848	1080	2.7418
chr18	21966848	23975358	1357	2.19951
chr18	23975358	25892544	1327	2.66424
chr18	25892544	26293886	262	2.14569
chr18	26293886	27131277	477	1.63053
chr18	27131277	27357307	152	2.10826
chr18	27357307	28186017	516	2.61281
chr18	28186017	30274993	1440	3.13112
chr18	30274993	32967169	1602	2.21324
chr18	32967169	33274521	183	2.7501
chr18	33274521	33847002	343	1.80736
chr18	33847002	34985888	848	2.6727
chr18	34985888	37012448	1382	1.70352
chr18	37012448	60148408	15990	2.21467
chr18	60148408	63201669	2184	1.70607
chr18	63201669	63204526	12	2.41024
chr18	63204526	64956428	1211	1.64052
chr18	64956428	64967491	21	2.23563
chr18	64967491	68799889	2862	1.68685
chr18	68799889	68811210	10	2.36833
chr18	68811210	78015058	6868	1.70978
