Chromosome	Start	End	Num.Probes	Segment.Mean
chr1	243046273	243082602	56	1.27771
chr1	243082602	249224389	3856	1.62894
chr2	12784	6298226	4762	2.14673
chr2	6298226	6310515	35	1.48119
chr2	6310515	7062239	670	2.15395
chr2	7062239	7374757	324	2.76259
chr2	7374757	7404568	19	1.9975
chr2	7404568	9379092	1474	2.82825
chr2	9379092	9788227	278	2.27915
chr2	9788227	9903750	92	2.84332
chr2	9903750	11072110	885	3.40053
chr2	11072110	12331924	955	2.85563
chr2	12331924	13836676	1063	3.27235
chr2	13836676	14615149	539	2.69948
chr2	14615149	14699804	92	3.3437
chr2	14699804	14718647	33	2.54227
chr2	14718647	15601090	658	3.25738
chr2	15601090	18714210	2367	2.80334
chr2	18714210	18852908	90	2.22184
chr2	18852908	20412245	1189	2.83825
chr2	20412245	20693370	161	2.25816
chr2	20693370	21136468	311	2.85359
chr2	21136468	21687828	355	2.27911
chr2	21687828	21971180	181	2.85529
chr2	21971180	22005424	18	1.98594
chr2	22005424	24598200	1612	2.7724
chr2	24598200	24606968	11	1.79687
chr2	24606968	34709689	6243	2.86018
chr2	34709689	34727315	32	2.12306
chr2	34727315	35967254	887	2.68977
chr2	35967254	35992710	10	1.54245
chr2	35992710	37846600	1474	2.86566
chr2	37846600	37946452	97	2.32021
chr2	37946452	38284588	295	2.92876
chr2	38284588	38626041	275	2.31241
chr2	38626041	38794068	126	2.89542
chr2	38794068	42408322	2773	2.24278
chr2	42408322	42493678	47	3.0097
chr2	42493678	44225271	1119	2.30568
chr2	44225271	44232669	10	1.4031
chr2	44232669	46206469	1508	2.25294
chr2	46206469	46419649	175	1.63713
chr2	46419649	48667319	1488	2.30642
chr2	48667319	49268617	440	2.82516
chr2	49268617	51547588	1680	2.16039
chr2	51547588	52049907	376	2.66208
chr2	52049907	52067286	12	3.94723
chr2	52067286	53208852	837	2.11281
chr2	53208852	53548128	286	1.57002
chr2	53548128	54175601	460	2.2702
chr2	54175601	56064430	1324	2.84772
chr2	56064430	56338523	189	3.49991
chr2	56338523	57844955	1082	2.71746
chr2	57844955	58425438	374	2.16687
chr2	58425438	59328082	554	1.55676
chr2	59328082	59450101	69	2.08192
chr2	59450101	61092411	1195	2.76376
chr2	61092411	65934736	2617	1.64512
chr2	65934736	66498236	512	2.20562
chr2	66498236	66641061	93	2.88635
chr2	66641061	66672383	14	1.94696
chr2	66672383	66732141	35	3.09479
chr2	66732141	67201001	303	2.21849
chr2	67201001	70674373	2451	1.65597
chr2	70674373	70683551	10	1.12698
chr2	70683551	73955475	1826	1.67233
chr2	73955475	74221890	153	2.24636
chr2	74221890	74245292	15	3.10842
chr2	74245292	76145479	1321	2.26288
chr2	76145479	76981084	598	1.53647
chr2	76981084	77140059	96	10.0366
chr2	77140059	77237918	117	7.79822
chr2	77237918	77253202	16	4.53762
chr2	77253202	77263860	10	7.50184
chr2	77263860	77981952	423	4.53272
chr2	77981952	77989720	10	3.07746
chr2	77989720	78397981	290	4.46963
chr2	78397981	78417458	11	2.59675
chr2	78417458	78498266	44	4.22674
chr2	78498266	79177710	397	3.23284
chr2	79177710	79203194	17	4.66085
chr2	79203194	79531467	276	3.39754
chr2	79531467	80912165	1148	4.25106
chr2	80912165	80927618	12	7.28046
chr2	80927618	81400852	224	4.27309
chr2	81400852	82122778	462	3.7104
chr2	82122778	82146720	10	2.63699
chr2	82146720	82472155	208	4.01093
chr2	82472155	83155019	361	5.03148
chr2	83155019	83185069	15	3.42968
chr2	83185069	83424339	127	4.6569
chr2	83424339	84344369	524	5.79271
chr2	84344369	84599268	170	4.5124
chr2	84599268	85419239	460	5.42619
chr2	85419239	85948276	288	4.3361
chr2	85948276	86177363	172	3.51
chr2	86177363	86668440	335	4.14352
chr2	86668440	86855988	81	3.12838
chr2	86855988	87020710	68	4.01809
chr2	87020710	87683130	191	2.73955
chr2	87683130	87847714	37	3.89277
chr2	87847714	87882066	11	2.67715
chr2	87882066	89553898	681	4.15548
chr2	89553898	91844177	242	2.80116
chr2	91844177	98538269	1170	2.34719
chr2	98538269	98561290	11	1.70169
chr2	98561290	98879625	215	2.3754
chr2	98879625	98896737	10	1.60327
chr2	98896737	100916331	1154	2.26615
chr2	100916331	101512232	448	1.64982
chr2	101512232	101764729	179	2.26011
chr2	101764729	104532808	1732	1.64212
chr2	104532808	104762015	150	2.09803
chr2	104762015	104781951	11	1.40857
chr2	104781951	105392064	405	2.16522
chr2	105392064	105615292	117	2.67145
chr2	105615292	105647075	10	1.77045
chr2	105647075	106004801	234	2.57586
chr2	106004801	106158257	151	1.66371
chr2	106158257	106742266	544	2.7464
chr2	106742266	106806521	51	3.7286
chr2	106806521	106877408	48	2.64307
chr2	106877408	106886306	12	1.55739
chr2	106886306	107534733	383	2.7117
chr2	107534733	107861891	262	2.17821
chr2	107861891	108064443	127	2.81283
chr2	108064443	108391055	204	2.0909
chr2	108391055	108414267	16	1.54323
chr2	108414267	113254733	2152	2.27612
chr2	113254733	114056624	650	1.72565
chr2	114056624	114673774	259	2.30538
chr2	114673774	116012638	859	1.57342
chr2	116012638	116048017	21	2.30801
chr2	116048017	120905516	3101	1.6179
chr2	120905516	132882901	7209	2.20616
chr2	132882901	144056218	7394	1.57804
chr2	144056218	144076090	10	1.07325
chr2	144076090	147326894	1869	1.61111
chr2	147326894	147341321	10	1.1103
chr2	147341321	156549946	5648	1.59543
chr2	156549946	156571346	15	1.15762
chr2	156571346	161757273	3146	1.63623
chr2	161757273	161844852	60	2.20665
chr2	161844852	163240117	761	1.60527
chr2	163240117	163260741	11	1.1632
chr2	163260741	195428630	19725	1.60277
chr2	195428630	195517524	50	4.07705
chr2	195517524	196125595	370	3.21895
chr2	196125595	198257849	1277	3.77996
chr2	198257849	198521870	102	2.69496
chr2	198521870	198800720	130	3.58192
chr2	198800720	201391871	1632	4.21371
chr2	201391871	208352833	4238	1.64304
chr2	208352833	208358851	14	1.07722
chr2	208358851	219553644	7291	1.60635
chr2	219553644	220783997	664	2.28951
chr2	220783997	222222200	1047	1.57177
chr2	222222200	222238389	10	2.35184
chr2	222238389	222465729	176	1.5904
chr2	222465729	225125615	1799	2.1844
chr2	225125615	225299770	147	1.64486
chr2	225299770	233788042	5282	2.24203
chr2	233788042	241416692	5240	1.6777
chr2	241416692	242915509	629	2.36075
chr2	242915509	243023770	95	1.79206
chr2	243023770	243037641	22	1.29196
chr2	243037641	243089457	25	1.87806
chr3	60345	29034111	21965	1.63536
chr3	29034111	29061363	21	0.995017
chr3	29061363	43201836	9473	1.65214
chr3	43201836	43214418	10	1.16708
chr3	43214418	64180711	13479	1.66397
chr3	64180711	64192009	10	1.10764
chr3	64192009	87759740	15343	1.60385
chr3	87759740	87807751	16	2.17063
chr3	87807751	100871351	5475	1.58774
chr3	100871351	100889520	10	1.11556
chr3	100889520	107569923	4000	1.59438
chr3	107569923	107696590	93	2.00704
chr3	107696590	107703599	14	1.36778
chr3	107703599	107734630	70	2.1209
chr3	107734630	107747906	14	1.51261
chr3	107747906	112877619	3187	2.21995
chr3	112877619	113093345	144	1.0874
chr3	113093345	116504063	2142	2.22251
chr3	116504063	116558532	66	1.82756
chr3	116558532	130735096	8671	2.2778
chr3	130735096	130754049	10	1.51123
chr3	130754049	133083043	1613	2.197
chr3	133083043	133392320	180	2.91045
chr3	133392320	139484000	3535	2.2764
chr3	139484000	139501730	15	1.64074
chr3	139501730	141912222	1646	2.25332
chr3	141912222	141963034	30	3.04546
chr3	141963034	145117753	2042	2.24495
chr3	145117753	145134242	11	3.10219
chr3	145134242	145680554	404	2.17062
chr3	145680554	145798495	71	2.89535
chr3	145798495	147741658	1110	2.19409
chr3	147741658	156270473	5389	2.82585
chr3	156270473	156286639	10	2.01406
chr3	156286639	162526744	3873	2.8235
chr3	162526744	162545972	11	1.48701
chr3	162545972	175471154	8059	2.79301
chr3	175471154	176078321	381	3.89952
chr3	176078321	176158273	44	1.4036
chr3	176158273	176697061	359	3.9683
chr3	176697061	176708718	11	2.59098
chr3	176708718	177997046	762	4.02114
chr3	177997046	179566950	1051	1.63456
chr3	179566950	179601410	26	1.29748
chr3	179601410	179989320	240	1.6482
chr3	179989320	180017334	10	1.12946
chr3	180017334	195334520	10006	1.64133
chr3	195334520	195425950	11	2.38913
chr3	195425950	197896119	1224	1.7195
chr4	12281	67770	63	1.60852
chr4	67770	9459103	5301	2.27518
chr4	9459103	9482716	10	1.56086
chr4	9482716	10391534	766	2.20826
chr4	10391534	10400333	14	1.53194
chr4	10400333	32386220	15636	2.15336
chr4	32386220	32407840	12	1.38487
chr4	32407840	49083718	10451	2.19099
chr4	49083718	49165852	14	3.71248
chr4	49165852	51172155	33	2.09846
chr4	51172155	55563531	2015	3.16024
chr4	55563531	55575498	34	2.3144
chr4	55575498	57937032	1460	3.0561
chr4	57937032	58139657	148	3.63498
chr4	58139657	59675838	1069	2.96615
chr4	59675838	59701227	18	3.9566
chr4	59701227	65154568	3160	2.92427
chr4	65154568	65186518	12	4.12686
chr4	65186518	66588543	1010	2.93288
chr4	66588543	69249752	1667	2.14429
chr4	69249752	69291470	12	1.45398
chr4	69291470	70383903	580	2.12592
chr4	70383903	70392157	10	1.27386
chr4	70392157	74557916	2479	2.17011
chr4	74557916	74559415	10	1.56875
chr4	74559415	76039807	906	2.17212
chr4	76039807	76064019	10	1.42045
chr4	76064019	108066835	19664	2.21359
chr4	108066835	108071758	10	1.29978
chr4	108071758	114407471	3944	2.19434
chr4	114407471	114491710	61	1.66596
chr4	114491710	115179514	483	2.16887
chr4	115179514	115184288	10	1.40928
chr4	115184288	116173160	623	2.10709
chr4	116173160	116175898	12	1.52093
chr4	116175898	130501625	8521	2.17034
chr4	130501625	130503935	10	1.50786
chr4	130503935	144720023	8731	2.14269
chr4	144720023	144740819	12	1.35888
chr4	144740819	151455514	3824	2.16861
chr4	151455514	151471726	10	1.52979
chr4	151471726	161880132	6638	2.17137
chr4	161880132	161885144	26	1.56162
chr4	161885144	167125680	3460	2.14428
chr4	167125680	167145571	10	1.5388
chr4	167145571	173423734	3963	2.17395
chr4	173423734	173455336	10	1.44003
chr4	173455336	191027924	12047	2.15724
chr5	15532	2783586	1790	2.2145
chr5	2783586	2789817	10	1.38689
chr5	2789817	12808334	8553	2.16341
chr5	12808334	12843867	14	0.843366
chr5	12843867	16093200	2233	2.22347
chr5	16093200	16112165	11	3.19744
chr5	16112165	19554256	2263	2.20003
chr5	19554256	19571300	11	1.49015
chr5	19571300	20623623	638	2.09694
chr5	20623623	20650681	20	1.34068
chr5	20650681	21134075	218	2.46051
chr5	21134075	21150977	15	1.72277
chr5	21150977	21231745	52	2.62284
chr5	21231745	21244995	14	1.74555
chr5	21244995	21570237	166	2.57443
chr5	21570237	21669089	76	4.70468
chr5	21669089	22660556	530	3.19767
chr5	22660556	23879950	780	2.66115
chr5	23879950	23957232	19	3.79611
chr5	23957232	24560217	358	2.70113
chr5	24560217	24577410	14	1.63285
chr5	24577410	25812234	762	2.72306
chr5	25812234	25839423	10	1.70244
chr5	25839423	26009238	125	2.74466
chr5	26009238	26027115	10	4.90252
chr5	26027115	36897170	7192	2.79539
chr5	36897170	40783410	2578	6.08376
chr5	40783410	40799813	10	3.92149
chr5	40799813	41169915	273	5.63778
chr5	41169915	41186535	12	3.85762
chr5	41186535	41597276	283	5.60425
chr5	41597276	45276625	1794	3.55999
chr5	45276625	45474380	71	2.78929
chr5	45474380	57323836	5397	2.24371
chr5	57323836	57335945	32	1.3444
chr5	57335945	61608301	2878	2.26418
chr5	61608301	61622255	12	3.32689
chr5	61622255	75471639	7710	2.25921
chr5	75471639	75474869	10	1.51016
chr5	75474869	95390879	11533	2.23397
chr5	95390879	95406163	10	1.58065
chr5	95406163	103867119	5010	2.20548
chr5	103867119	103873427	10	1.47774
chr5	103873427	106721024	1765	2.14926
chr5	106721024	106736718	13	1.58799
chr5	106736718	118995982	8782	2.21066
chr5	118995982	119011236	11	1.55856
chr5	119011236	175672707	37569	2.25173
chr5	175672707	180379545	2519	1.71239
chr5	180379545	180425664	17	2.68192
chr5	180425664	180790321	173	1.67658
chr6	149661	4320890	3485	2.26916
chr6	4320890	4338876	10	3.5663
chr6	4338876	7048818	2413	2.28761
chr6	7048818	7183248	81	1.69651
chr6	7183248	29844203	16074	2.24844
chr6	29844203	29861008	11	1.58301
chr6	29861008	32451162	1232	2.3352
chr6	32451162	32570205	33	1.35201
chr6	32570205	43038850	6824	2.31377
chr6	43038850	49866097	4293	2.85623
chr6	49866097	53925136	2844	2.21188
chr6	53925136	53933601	10	1.52599
chr6	53933601	56946539	1869	2.21842
chr6	56946539	56974055	10	1.41584
chr6	56974055	58742636	744	2.24225
chr6	58742636	61965741	10	3.68627
chr6	61965741	62240699	93	2.23042
chr6	62240699	62241843	12	3.27288
chr6	62241843	62833355	369	5.18069
chr6	62833355	63857760	535	4.49969
chr6	63857760	63871229	12	6.10168
chr6	63871229	64028605	88	4.08261
chr6	64028605	64066106	18	6.11481
chr6	64066106	64454236	186	4.48875
chr6	64454236	64505612	16	2.28426
chr6	64505612	64645993	81	4.65785
chr6	64645993	75500711	7240	2.17432
chr6	75500711	75566129	54	2.85786
chr6	75566129	81275864	3707	2.19798
chr6	81275864	81284677	10	1.47974
chr6	81284677	82831323	1105	2.26876
chr6	82831323	93575104	6796	1.61213
chr6	93575104	93580776	31	2.41042
chr6	93580776	95511050	1335	1.52545
chr6	95511050	95524491	10	2.12139
chr6	95524491	97176664	917	1.52575
chr6	97176664	97208847	19	1.17285
chr6	97208847	103738007	4007	1.55927
chr6	103738007	103765720	48	0.787051
chr6	103765720	104903244	742	1.55627
chr6	104903244	104946641	31	0.96054
chr6	104946641	109766753	3093	1.64295
chr6	109766753	109789755	10	2.26873
chr6	109789755	115321764	3528	1.6313
chr6	115321764	115347897	10	1.09055
chr6	115347897	118625852	1921	1.59358
chr6	118625852	118641121	10	1.11075
chr6	118641121	128064795	5727	1.5914
chr6	128064795	135490470	5094	2.23901
chr6	135490470	135507181	19	1.70989
chr6	135507181	141367547	3850	2.27396
chr6	141367547	141386897	10	1.54707
chr6	141386897	152064913	7143	2.25114
chr6	152064913	152420140	346	1.64169
chr6	152420140	155166916	2009	2.26394
chr6	155166916	155199178	19	3.06631
chr6	155199178	171051006	11266	2.23096
chr7	43259	21302500	15379	2.21599
chr7	21302500	21314750	10	1.55438
chr7	21314750	27763008	4787	2.26305
chr7	27763008	27779085	10	3.17517
chr7	27779085	61937650	21053	2.24625
chr7	61937650	70276860	4117	1.64029
chr7	70276860	70546251	185	2.17712
chr7	70546251	73903005	1574	1.65472
chr7	73903005	73976039	28	1.05756
chr7	73976039	76277869	563	1.72156
chr7	76277869	76532937	203	2.02222
chr7	76532937	122246554	28042	1.61068
chr7	122246554	122261702	10	1.07174
chr7	122261702	124788310	1555	1.56944
chr7	124788310	124799777	10	1.10532
chr7	124799777	134344542	6051	1.63648
chr7	134344542	138802938	2984	2.26112
chr7	138802938	138817085	10	3.27615
chr7	138817085	142475829	2323	2.30738
chr7	142475829	142486080	27	1.38653
chr7	142486080	146507113	2423	2.18856
chr7	146507113	146702154	126	1.56217
chr7	146702154	146758670	45	2.27035
chr7	146758670	146884491	73	0.431129
chr7	146884491	146908908	15	0.610908
chr7	146908908	147011537	83	0.37972
chr7	147011537	147071038	58	0.462993
chr7	147071038	147389238	263	0.95584
chr7	147389238	158112497	6970	2.2659
chr7	158112497	158134164	12	1.56553
chr7	158134164	159049100	572	2.32597
chr7	159049100	159117627	62	1.84725
chr7	159117627	159127005	13	1.3072
chr8	31254	593992	338	1.64216
chr8	593992	598475	12	0.777834
chr8	598475	1363747	570	1.62713
chr8	1363747	1368826	11	2.24732
chr8	1368826	3997583	2926	1.57481
chr8	3997583	4002670	10	0.956473
chr8	4002670	4165878	366	1.50543
chr8	4165878	4167286	13	1.03909
chr8	4167286	7244199	3761	1.56973
chr8	7244199	7804640	149	1.07492
chr8	7804640	11968638	3355	1.64407
chr8	11968638	12172031	10	0.891308
chr8	12172031	12254206	47	2.14657
chr8	12254206	14505995	2041	1.53552
chr8	14505995	14509800	14	1.12629
chr8	14509800	18256306	3412	1.56126
chr8	18256306	18272040	18	1.17609
chr8	18272040	23398507	3996	1.66224
chr8	23398507	23407888	10	2.38432
chr8	23407888	24947115	1134	1.63238
chr8	24947115	24969585	11	1.18173
chr8	24969585	32430916	5355	1.61898
chr8	32430916	32445633	10	1.08102
chr8	32445633	39698392	4066	1.61172
chr8	39698392	47546722	2622	2.24327
chr8	47546722	47574272	26	2.88083
chr8	47574272	57469932	6005	2.19857
chr8	57469932	61971665	3080	2.74792
chr8	61971665	62006173	29	2.0554
chr8	62006173	62070904	43	2.77639
chr8	62070904	65118720	1936	2.13353
chr8	65118720	65128498	10	1.39592
chr8	65128498	83877693	11382	2.19172
chr8	83877693	83903153	10	1.45971
chr8	83903153	96223156	7085	2.14679
chr8	96223156	96243275	16	2.9888
chr8	96243275	144302018	32496	2.22905
chr8	144302018	144310609	10	1.52755
chr8	144310609	144699045	123	2.41565
chr8	144699045	144713398	10	1.33575
chr8	144713398	146283164	503	2.35528
chr8	146283164	146298156	10	1.63591
chr9	46587	4127965	4300	2.21978
chr9	4127965	4336853	257	2.92517
chr9	4336853	11790763	6718	2.15744
chr9	11790763	11801186	13	3.10362
chr9	11801186	16225571	3602	2.20473
chr9	16225571	23362460	5835	1.63859
chr9	23362460	23380082	10	0.573872
chr9	23380082	24503970	803	1.58179
chr9	24503970	24518683	19	0.544805
chr9	24518683	32291280	5877	1.5852
chr9	32291280	32444519	107	2.24242
chr9	32444519	33063991	477	1.65042
chr9	33063991	33083073	11	2.39026
chr9	33083073	44755211	3887	1.65788
chr9	44755211	45714739	81	2.02967
chr9	45714739	56417073	48	1.38252
chr9	56417073	70942212	290	1.94022
chr9	70942212	116312315	32781	2.19541
chr9	116312315	116435189	75	2.87939
chr9	116435189	136447528	13635	2.22105
chr9	136447528	141091395	2217	2.84805
chr10	72759	486476	228	1.65211
chr10	486476	516895	21	2.26408
chr10	516895	1749604	928	1.66282
chr10	1749604	2342400	584	2.15635
chr10	2342400	2399931	59	1.5266
chr10	2399931	2584432	157	2.11077
chr10	2584432	4526990	1974	1.64995
chr10	4526990	4542232	16	2.40845
chr10	4542232	4608490	55	1.52381
chr10	4608490	4628930	24	2.32182
chr10	4628930	4696148	63	1.62861
chr10	4696148	4848340	141	2.1801
chr10	4848340	7014515	1919	1.68692
chr10	7014515	7124565	138	2.20137
chr10	7124565	7367439	195	1.6333
chr10	7367439	7542498	158	2.23285
chr10	7542498	7653519	99	1.69525
chr10	7653519	7954260	227	2.21482
chr10	7954260	8202503	178	1.68127
chr10	8202503	8243484	43	2.25767
chr10	8243484	8277897	30	1.52131
chr10	8277897	8938103	620	2.16268
chr10	8938103	9357531	354	1.52709
chr10	9357531	9509889	126	2.15108
chr10	9509889	9593693	59	1.52162
chr10	9593693	10172415	393	2.14738
chr10	10172415	13225002	2502	1.65222
chr10	13225002	13327259	92	2.16301
chr10	13327259	13571251	169	1.62196
chr10	13571251	13937010	381	2.13473
chr10	13937010	16237102	1891	1.65054
chr10	16237102	16328980	67	2.27272
chr10	16328980	16558549	177	1.67371
chr10	16558549	17386949	738	2.26002
chr10	17386949	19101743	1064	1.61533
chr10	19101743	19115140	10	0.94471
chr10	19115140	24003627	3342	1.61022
chr10	24003627	24240222	193	2.19848
chr10	24240222	25116241	641	1.63882
chr10	25116241	25284395	106	2.2616
chr10	25284395	40754880	9446	1.65147
chr10	40754880	42683697	36	1.1383
chr10	42683697	42762073	14	1.7449
chr10	42762073	44844606	1442	1.08988
chr10	44844606	44850502	10	0.730292
chr10	44850502	46241685	926	1.06353
chr10	46241685	47067854	133	1.35689
chr10	47067854	48706604	566	1.09494
chr10	48706604	49031213	15	0.68609
chr10	49031213	55440379	4245	1.02801
chr10	55440379	55454353	12	0.632959
chr10	55454353	56678897	936	0.960001
chr10	56678897	56695651	10	1.4587
chr10	56695651	58388847	1125	0.982119
chr10	58388847	58417029	10	1.46899
chr10	58417029	59230169	692	0.983679
chr10	59230169	67309004	5638	1.66435
chr10	67309004	67318620	15	2.87221
chr10	67318620	73237870	4163	1.69628
chr10	73237870	73250166	11	1.21639
chr10	73250166	81383884	5196	1.73544
chr10	81383884	81449367	10	1.05366
chr10	81449367	84382049	1995	1.66852
chr10	84382049	85042848	546	2.17662
chr10	85042848	86628111	1205	1.6531
chr10	86628111	86892052	181	2.17308
chr10	86892052	88957450	1352	2.82664
chr10	88957450	89053879	12	1.66282
chr10	89053879	95465619	4330	2.83575
chr10	95465619	96865210	780	2.24921
chr10	96865210	96879295	20	1.5252
chr10	96879295	102349081	3575	2.26857
chr10	102349081	102364681	11	1.21237
chr10	102364681	107056658	2666	2.31252
chr10	107056658	120917084	9963	1.66034
chr10	120917084	120946579	10	2.37175
chr10	120946579	128267832	5696	1.68473
chr10	128267832	128367494	92	2.42369
chr10	128367494	130245877	1391	1.67142
chr10	130245877	130323955	93	2.21232
chr10	130323955	131072830	641	1.61609
chr10	131072830	131872309	625	2.23055
chr10	131872309	131898446	11	1.35134
chr10	131898446	132316206	345	2.19524
chr10	132316206	132755043	458	1.64799
chr10	132755043	132970545	155	2.21418
chr10	132970545	133598010	472	1.68756
chr10	133598010	133855220	158	2.30725
chr10	133855220	133858353	11	1.52112
chr10	133858353	135506705	742	2.37484
chr11	198510	447789	104	1.79522
chr11	447789	487769	17	2.84922
chr11	487769	1549174	331	1.82608
chr11	1549174	1928625	178	4.06963
chr11	1928625	1964235	10	1.78781
chr11	1964235	2775778	377	3.96057
chr11	2775778	2785466	11	2.78882
chr11	2785466	4420230	885	4.00036
chr11	4420230	4467357	47	3.16903
chr11	4467357	5532211	1178	3.99909
chr11	5532211	5783802	232	1.62524
chr11	5783802	5809238	34	2.46436
chr11	5809238	7811359	1535	1.6426
chr11	7811359	7841690	10	0.90147
chr11	7841690	24284374	12431	1.63566
chr11	24284374	24306351	10	1.01388
chr11	24306351	36001727	8354	1.59474
chr11	36001727	36386614	346	2.31033
chr11	36386614	39702197	2090	1.57079
chr11	39702197	39722669	14	2.20279
chr11	39722669	40406889	514	1.54115
chr11	40406889	40417265	10	2.30723
chr11	40417265	41030045	432	1.52588
chr11	41030045	41051794	16	1.09243
chr11	41051794	45065385	3002	1.61327
chr11	45065385	45814212	495	2.19061
chr11	45814212	46078427	127	2.98461
chr11	46078427	46359227	135	2.31862
chr11	46359227	46472268	42	4.288
chr11	46472268	68961933	9299	1.68265
chr11	68961933	69050638	58	2.4123
chr11	69050638	77114383	4398	1.70662
chr11	77114383	77196664	42	2.31578
chr11	77196664	86068563	6325	1.58387
chr11	86068563	86428548	290	1.07206
chr11	86428548	88086992	1187	1.60898
chr11	88086992	88682766	438	2.17849
chr11	88682766	91762297	1832	1.5494
chr11	91762297	91774623	17	2.28218
chr11	91774623	99824444	5917	1.59142
chr11	99824444	99844652	25	1.21532
chr11	99844652	110524802	7362	1.60208
chr11	110524802	110537558	10	3.59694
chr11	110537558	110715284	154	1.63873
chr11	110715284	110728684	10	1.06214
chr11	110728684	123515674	9189	1.6647
chr11	123515674	123523884	10	1.13172
chr11	123523884	126687633	2333	1.6556
chr11	126687633	126691633	10	1.07164
chr11	126691633	132621019	4687	1.60573
chr11	132621019	132640421	11	1.13563
chr11	132640421	134926850	1757	1.58722
chr11	134926850	134944771	14	1.14245
chr12	150442	8557590	5704	2.30606
chr12	8557590	8580885	19	1.54635
chr12	8580885	9635889	582	2.26584
chr12	9635889	9729964	24	1.61922
chr12	9729964	10801763	779	2.25243
chr12	10801763	11180216	257	5.09306
chr12	11180216	11902136	524	4.43535
chr12	11902136	27512063	10924	2.21701
chr12	27512063	27721019	194	2.9266
chr12	27721019	28268154	422	2.19531
chr12	28268154	28295261	11	1.27549
chr12	28295261	29629482	953	2.21467
chr12	29629482	29699042	79	1.6195
chr12	29699042	33386293	2791	2.25501
chr12	33386293	33399789	10	1.34053
chr12	33399789	34200484	512	2.13701
chr12	34200484	34223665	11	1.53013
chr12	34223665	56481097	11264	2.24339
chr12	56481097	56657772	126	3.00955
chr12	56657772	58262316	750	2.33705
chr12	58262316	59221977	734	2.77537
chr12	59221977	59222698	12	1.87839
chr12	59222698	61292891	1288	2.76007
chr12	61292891	69224274	5255	2.26233
chr12	69224274	69288967	60	3.16388
chr12	69288967	74767047	3448	2.2117
chr12	74767047	74778290	10	1.24035
chr12	74778290	85858112	7175	2.16352
chr12	85858112	85880740	11	1.50343
chr12	85880740	91368950	3241	2.17364
