X.chr	begin	relativeCvg
chr8	99190000	1.70
chr8	99914000	1.75
chr8	100024000	1.68
chr8	100110000	1.76
chr8	100314000	1.71
chr8	100622000	1.80
chr8	100668000	1.71
chr8	101050000	1.77
chr8	101398000	1.69
chr8	101520000	1.75
chr8	101808000	1.69
chr8	103216000	1.77
chr8	103338000	1.77
chr8	103402000	1.72
chr8	103830000	1.77
chr8	104112000	1.70
chr8	104200000	1.75
chr8	104548000	1.70
chr8	105024000	1.75
chr8	105250000	1.60
chr8	109606000	1.43
chr8	111838000	2.56
chr8	112376000	1.67
chr8	112568000	2.10
chr8	112652000	2.29
chr8	113190000	2.07
chr8	113216000	2.30
chr8	113606000	1.43
chr8	113612000	2.31
chr8	114508000	2.12
chr8	114540000	2.37
chr8	114582000	2.06
chr8	114650000	1.54
chr8	116254000	1.75
chr8	116732000	1.70
chr8	116880000	1.74
chr8	117334000	1.71
chr8	117432000	1.76
chr8	117988000	2.46
chr8	118548000	4.12
chr8	119282000	4.46
chr8	119538000	3.49
chr8	119550000	3.95
chr8	119562000	2.00
chr8	119566000	4.13
chr8	119730000	2.11
chr8	119736000	4.12
chr8	120172000	1.69
chr8	120176000	3.97
chr8	120246000	2.25
chr8	120252000	3.94
chr8	120304000	2.62
chr8	120310000	4.02
chr8	120376000	2.42
chr8	120468000	2.05
chr8	120492000	2.42
chr8	120718000	4.18
chr8	120868000	4.58
chr8	120898000	3.03
chr8	120994000	3.51
chr8	121048000	5.20
chr8	121202000	3.04
chr8	121206000	5.20
chr8	121362000	1.71
chr8	121366000	5.06
chr8	121610000	3.38
chr8	121626000	4.31
chr8	121628000	4.39
chr8	121642000	4.07
chr8	121658000	1.75
chr8	121662000	4.33
chr8	121750000	3.39
chr8	122062000	2.19
chr8	122068000	3.32
chr8	122342000	1.85
chr8	122346000	3.33
chr8	122430000	1.82
chr8	122436000	3.30
chr8	122492000	4.59
chr8	122916000	3.48
chr8	122930000	4.53
chr8	122976000	3.64
chr8	123258000	1.54
chr8	123262000	3.95
chr8	123282000	3.60
chr8	123340000	1.81
chr8	123344000	3.68
chr8	123418000	5.29
chr8	124070000	4.02
chr8	124170000	5.48
chr8	124304000	4.61
chr8	124410000	5.12
chr8	124872000	1.98
chr8	124878000	5.05
chr8	126140000	3.88
chr8	126306000	2.91
chr8	126684000	2.30
chr8	127104000	3.11
chr8	127152000	3.71
chr8	127212000	1.86
chr8	127218000	3.60
chr8	127326000	1.67
chr8	127330000	3.16
chr8	127354000	1.54
chr8	127360000	3.09
chr8	127504000	3.67
chr8	127582000	3.17
chr8	127812000	1.76
chr8	127818000	3.21
chr8	127884000	4.65
chr8	127964000	3.16
chr8	127992000	1.63
chr8	127998000	3.33
chr8	128066000	3.80
chr8	128324000	2.10
chr8	128332000	3.43
chr8	128334000	3.85
chr8	128358000	3.33
chr8	128414000	3.88
chr8	129356000	1.90
chr8	129362000	3.96
chr8	129720000	2.25
chr8	129732000	3.97
chr8	129758000	1.69
chr8	129762000	5.09
chr8	129764000	4.71
chr8	129772000	2.44
chr8	129778000	3.93
chr8	129814000	2.51
chr8	129820000	3.94
chr8	129904000	1.80
chr8	129910000	3.92
chr8	130166000	1.46
chr8	130170000	3.91
chr8	130268000	1.83
chr8	130284000	1.70
chr8	131196000	2.00
chr9	100688000	1.44
chr9	125224000	1.47
chr9	133223060	1.47
chr9	137091193	1.47
chr9	139216997	1.47
chr10	5338000	1.43
chr13	38814000	1.69
chr13	48966000	1.72
chr13	49994000	1.75
chr13	50216000	1.69
chr13	50252000	1.76
chr13	50400000	1.72
chr13	101550000	1.82
chr13	104166000	1.45
chr13	110812000	1.48
chr13	112503994	1.48
chr13	114425993	1.48
chr13	114739948	1.48
chr14	23956000	1.67
chr14	28482000	1.67
chr14	31778000	1.75
chr14	31918000	1.67
chr14	35228000	1.76
chr14	35598000	1.68
chr14	35666000	1.75
chr14	35822000	1.70
chr14	35838000	1.76
chr14	36050000	1.65
chr14	45368000	1.75
chr14	45506000	1.66
chr14	50092000	2.36
chr14	50376000	1.68
chr14	50600000	1.77
chr14	50804000	1.57
chr14	52096000	1.62
chr14	102170000	1.61
chr14	106182000	1.58
chr15	43320000	1.43
chr15	82879645	1.43
chr15	85034473	1.43
chr16	55796000	1.39
chr16	60080000	1.48
chr18	20116000	1.40
chr18	27360000	1.57
chr18	32962000	1.39
chr19	37068000	1.44
chr19	41430000	1.43
chr19	45204000	1.62
chr19	45612000	1.80
chr19	46498000	1.78
chr19	54836000	1.70
chr19	55270000	1.82
chr19	55298000	1.70
chr20	60000	1.46
chr20	21122000	1.39
chr20	25768000	1.42
chr20	26220000	1.45
chr20	29834000	1.51
chr20	34947085	1.51
chr20	61141437	1.51
chr20	61263369	1.51
chr21	15494000	1.45
chr21	32716000	1.61
chr21	43005559	1.61
chr21	43227328	1.61
chr21	43250842	1.61
chr21	44682664	1.61
