X.chr	begin	relativeCvg
chr11	134942000	0.55
chr12	133830000	0.50
chr13	21204000	0.69
chr13	22566000	0.69
chr13	31946000	0.69
chr13	35076000	0.68
chr13	38356000	0.69
chr13	41788000	0.67
chr13	42216000	0.69
chr13	45846000	0.68
chr13	46474000	0.68
chr13	46708000	0.50
chr13	52566000	0.68
chr13	52640000	0.66
chr13	54380000	0.48
chr13	57562000	0.49
chr13	57808000	0.52
chr13	57858000	0.45
chr13	59376000	0.59
chr13	62556000	0.65
chr13	63650000	0.64
chr13	64200000	0.65
chr13	65764000	0.66
chr13	66676000	0.66
chr15	20554000	0.69
chr15	20935075	0.69
chr15	21074000	0.68
chr15	21388000	0.69
chr15	21885000	0.69
chr15	23282000	0.69
chr15	23564853	0.69
chr15	25346000	0.69
chr15	28422000	0.68
chr15	28978000	0.69
chr15	34150000	0.68
chr15	40592000	0.69
chr15	42254000	0.69
chr15	43966000	0.69
chr15	49698000	0.69
chr15	50138000	0.68
chr15	51744000	0.69
chr15	53288000	0.69
chr15	55372000	0.69
chr15	55444000	0.68
chr15	56862000	0.69
chr15	63382000	0.69
chr15	64626000	0.68
chr15	102518000	0.48
chr16	6488000	0.52
chr16	34856000	0.68
chr16	46504000	0.69
chr16	49812000	0.69
chr16	50394000	0.68
chr16	52290000	0.69
chr16	56434000	0.69
chr16	59136000	0.68
chr16	63278000	0.69
chr16	68530000	0.69
chr16	70102000	0.64
chr16	70284000	0.69
chr16	73882000	0.69
chr16	75778000	0.69
chr16	82184000	0.69
chr16	88698000	0.69
chr16	89232000	0.69
chr16	89452000	0.69
chr17	17100000	0.69
chr17	18218000	0.69
chr17	18750000	0.68
chr19	458000	0.69
chr19	660000	0.69
chr19	1166000	0.66
chr19	1230000	0.69
chr19	18268000	0.69
chr19	19132000	0.69
chr19	20573415	0.69
chr19	20714000	0.68
chr19	21100000	0.67
chr19	22130000	0.69
chr19	24204000	0.69
chr19	36636000	0.68
chr19	36818000	0.67
chr19	37620000	0.67
chr19	37796000	0.68
chr19	38334000	0.69
chr19	39218000	0.69
chr19	40256000	0.69
chr19	41612000	0.69
chr19	43782000	0.69
chr19	44990000	0.69
chr19	45672000	0.69
chr19	47490000	0.68
chr19	48472000	0.68
chr19	50642000	0.69
chr19	54754000	0.69
chr19	55318000	0.69
chr19	58876000	0.68
chr20	20670000	0.69
chr20	25318000	0.69
chrX	2699570	0.57
chrX	7673882	0.57
chrX	10788674	0.57
chrX	37148256	0.57
chrX	49292997	0.57
chrX	50024173	0.57
chrX	52445914	0.57
chrX	61682012	0.57
chrX	65246000	0.57
chrX	76703692	0.57
chrX	113567668	0.57
chrX	115732290	0.57
chrX	120063235	0.57
chrX	143557324	0.57
chrX	148956424	0.57
chrX	149082062	0.57
chrX	152327099	0.57
chrX	155256000	0.47
chrY	2649520	0.43
chrY	8964955	0.43
chrY	9291322	0.43
chrY	13104553	0.43
chrY	13193954	0.43
chrY	13798578	0.43
chrY	20193885	0.43
chrY	22419679	0.43
chrY	23951428	0.43
chrY	58819361	0.43
chrY	58967656	0.43
chr1	10000	1.12
chr1	227417	1.12
chr1	317719	1.12
chr1	521368	1.12
chr1	1130000	1.25
chr1	1278000	1.19
chr1	2356000	1.30
chr1	2454000	1.18
chr1	2532000	1.26
chr1	2684220	1.26
chr1	2704000	1.20
chr1	2768000	1.26
chr1	3528000	1.21
chr1	3995268	1.21
chr1	4738000	1.25
chr1	4830000	1.20
chr1	5844000	1.24
chr1	5972000	1.21
chr1	6098000	1.27
chr1	6164000	1.22
chr1	6326000	1.27
chr1	6344000	1.18
chr1	13102998	1.18
chr1	13319912	1.18
chr1	13607162	1.18
chr1	17175658	1.18
chr1	19172000	1.46
chr1	19174000	1.17
chr1	30028082	1.17
chr1	32136000	1.26
chr1	32236000	1.17
chr1	41930000	1.25
chr1	41976000	1.21
chr1	42026000	1.25
chr1	42078000	1.17
chr1	48192000	1.24
chr1	48446000	1.15
chr1	53966000	1.26
chr1	54080000	1.16
chr1	70790000	1.12
chr1	72804000	1.12
chr1	83598000	1.30
chr1	83956000	1.15
chr1	97228000	1.12
chr1	103913906	1.12
chr1	110632000	1.26
chr1	110730000	1.16
chr1	120747156	1.16
chr1	121086695	1.16
chr1	121356000	1.31
chr1	144148000	1.40
chr1	144218000	1.17
chr1	144274481	1.17
chr1	144451744	1.17
chr1	144672413	1.17
chr1	144708000	1.26
chr1	144810724	1.26
chr1	144868000	1.17
chr1	145284000	1.32
chr1	145376000	1.16
chr1	145883118	1.16
chr1	146162000	1.31
chr1	146214650	1.31
chr1	146250000	1.11
chr1	146303299	1.11
chr1	146390000	1.33
chr1	146476000	1.18
chr1	148176038	1.18
chr1	148250000	1.34
chr1	148352000	1.15
chr1	148511358	1.15
chr1	148734147	1.15
chr1	149004460	1.15
chr1	149509645	1.15
chr1	152586000	1.15
chr1	201238000	1.26
chr1	201374000	1.19
chr1	205756000	1.17
chr1	206072707	1.17
chr1	206482221	1.17
chr1	223797846	1.17
chr1	228404000	1.27
chr1	228574000	1.18
chr1	228704000	1.33
chr1	228788000	1.19
chr1	235006000	1.25
chr1	235052000	1.14
chr1	235242211	1.14
chr2	88712000	1.49
chr2	88750000	1.10
chr2	89830436	1.43
chr2	89848000	1.10
chr2	90371525	1.40
chr2	92266000	1.39
chr3	90310000	1.10
chr3	93504854	1.10
chr3	116634000	1.56
chr3	129806000	1.53
chr3	162586000	1.10
chr3	162626000	1.52
chr3	194047251	1.52
chr4	22704000	1.39
chr4	27086000	2.36
chr4	27106000	1.95
chr4	27682000	1.35
chr4	35986000	1.32
chr4	37644000	1.37
chr4	40297096	1.37
chr4	42792000	1.37
chr5	10000	1.17
chr5	138000	1.25
chr5	216000	1.21
chr5	486000	1.26
chr5	584000	1.21
chr5	726000	1.26
chr5	1466000	1.14
chr5	17580657	1.14
chr5	45388000	1.49
chr5	156296000	1.11
chr6	60000	1.18
chr6	3306000	1.25
chr6	3420000	1.16
chr6	33632000	1.24
chr6	34106000	1.17
chr6	38090000	1.27
chr6	38114000	1.18
chr6	39252000	1.25
chr6	39384000	1.20
chr6	39848000	1.24
chr6	40876000	1.21
chr6	40914000	1.26
chr6	40946000	1.17
chr6	43800000	1.25
chr6	43950000	1.19
chr6	44444000	1.24
chr6	44688000	1.12
chr6	58137659	1.12
chr6	61880166	1.12
chr6	62178589	1.12
chr6	95830543	1.12
chr6	157609467	1.12
chr6	157691300	1.12
chr6	168042073	1.12
chr6	170329972	1.12
chr7	10000	1.16
chr7	166000	1.26
chr7	282484	1.26
chr7	298000	1.20
chr7	368000	1.24
chr7	622000	1.20
chr7	1030000	1.26
chr7	1164000	1.18
chr7	1514000	1.30
chr7	1528000	1.20
chr7	1872000	1.27
chr7	2252000	1.15
chr7	30894000	1.29
chr7	30936000	1.16
chr7	47320000	1.25
chr7	47618000	1.14
chr7	50410631	1.14
chr7	61054331	1.14
chr7	61078000	1.29
chr7	61244000	1.17
chr7	61360513	1.17
chr7	61510465	1.17
chr7	61727020	1.17
chr7	61742000	1.41
chr7	61758000	1.16
chr7	61786000	1.40
chr7	61792000	1.11
chr7	61967157	1.11
chr7	65774000	1.53
chr7	67072000	1.13
chr7	67648000	1.54
chr7	67818000	1.14
chr7	69494000	1.57
chr7	70160000	1.13
chr7	72850000	1.35
chr7	72936000	1.12
chr7	74765724	1.12
chr7	74914000	1.28
chr7	74984000	1.13
chr7	75826000	1.86
chr7	76640000	1.56
chr7	76806000	1.92
chr7	77834000	1.51
chr8	23108000	1.38
chr8	23726000	1.77
chr8	23952000	1.49
chr8	24222000	1.20
chr8	35352000	1.39
chr8	36350000	1.80
chr8	37012000	1.62
chr8	37702000	1.12
chr8	47042000	1.25
chr8	47196000	1.15
chr8	48135599	1.15
chr8	50270000	1.12
chr8	69436000	1.31
chr8	69766000	1.12
chr8	71682000	1.37
chr8	72960000	1.11
chr8	78542000	1.35
chr8	86726451	1.35
chr8	142816515	1.35
chr8	145432588	1.35
chr9	14000	1.13
chr9	250000	1.27
chr9	3304000	1.21
chr9	3572000	1.27
chr9	5946000	1.20
chr9	6058000	1.25
chr9	6670000	1.20
chr9	6778000	1.26
chr9	9262000	1.21
chr9	10636000	1.24
chr9	11044000	1.20
chr9	11128000	1.25
chr9	11566000	1.21
chr9	11690000	1.24
chr9	11842000	1.21
chr9	12688000	1.24
chr9	13220000	1.20
chr9	13362000	1.33
chr9	19152000	1.20
chr9	19396000	1.26
chr9	20658000	1.18
chr9	20666000	1.25
chr9	22572000	1.22
chr9	23454000	1.26
chr9	23804000	1.21
chr9	26332000	1.26
chr9	26818000	1.20
chr9	27070000	1.29
chr9	27688000	1.17
chr9	28048000	1.25
chr9	28288000	1.21
chr9	28422000	1.24
chr9	28594000	1.20
chr9	31786000	1.27
chr9	33808000	1.18
chr9	33900000	1.27
chr9	33982000	1.21
chr9	34218000	1.28
chr9	35074000	1.18
chr9	35140000	1.26
chr9	36476000	1.21
chr9	36592000	1.32
chr9	37118000	1.22
chr9	37324000	1.28
chr9	38764000	1.13
chr9	39713686	1.13
chr9	40024796	1.13
chr9	40283029	1.13
chr9	40475834	1.13
chr9	40990341	1.13
chr9	41193214	1.13
chr9	41415793	1.13
chr9	42663955	1.13
chr9	43313698	1.13
chr9	43324000	1.25
chr9	43592000	1.17
chr9	43996569	1.17
chr9	44366000	1.24
chr9	44628000	1.13
chr9	44726646	1.13
chr9	44958293	1.13
chr9	45350203	1.13
chr9	45865521	1.13
chr9	46266430	1.13
chr9	46561039	1.13
chr9	47160133	1.13
chr9	65467679	1.13
chr9	65968360	1.13
chr9	66242215	1.13
chr9	66454656	1.13
chr9	66664195	1.13
chr9	66792000	1.29
chr10	60000	1.10
chr10	18024675	1.10
chr10	38868835	1.10
chr10	42354935	1.10
chr10	42382000	1.47
chr10	72476000	1.52
chr10	72510000	1.11
chr10	122996000	1.40
chr10	123076000	1.14
chr10	125919472	1.14
chr10	128766069	1.14
chr10	133431404	1.14
chr10	133727527	1.14
chr13	23998000	2.12
chr13	39262000	1.57
chr13	40932000	1.16
chr13	41024000	1.52
chr13	41086000	1.11
chr13	44314000	1.39
chr13	53890000	1.14
chr13	54042000	1.57
chr13	54282000	1.12
chr13	62538000	1.48
chr13	64178000	1.47
chr13	65738000	1.47
chr13	66668000	1.50
chr13	71692000	1.66
chr13	71750000	1.86
chr13	73276000	1.55
chr13	77378000	1.76
chr13	77564000	1.41
chr13	86910324	1.41
chr13	112503994	1.41
chr13	112932000	1.84
chr13	112974000	1.65
chr13	114425993	1.65
chr13	114739948	1.65
chr14	19000000	1.36
chr14	19200000	1.32
chr14	20568000	2.15
chr14	20820000	2.31
chr14	21504000	2.04
chr14	21602000	2.57
chr14	22080000	2.80
chr14	22222000	2.33
chr14	22236000	3.03
chr14	22814000	4.04
chr14	22820000	2.42
chr14	22824000	4.60
chr14	23020000	3.94
chr14	23208000	3.66
chr14	23344000	4.45
chr14	23368000	4.10
chr14	23508000	4.36
chr14	23650000	4.00
chr14	23808000	4.49
chr14	23926000	4.09
chr14	24028000	4.52
chr14	24068000	4.87
chr14	24202000	4.60
chr14	24494000	4.12
chr14	24566000	1.78
chr14	24860000	1.63
chr14	25906000	1.50
chr14	30346000	1.34
chr14	31168000	1.34
chr14	38168000	1.43
chr14	99990000	1.27
chr14	100138000	1.19
chr14	104532000	1.25
chr14	105268000	1.17
chr14	105332000	1.28
chr14	105422000	1.18
chr14	105572000	1.26
chr14	105754000	1.14
chr14	105790000	1.28
chr14	105956000	1.19
chr14	106044000	1.25
chr14	106256000	1.20
chr14	106552000	1.16
chr15	74450000	1.40
chr15	83510000	1.36
chr15	84612000	1.20
chr15	84916000	1.35
chr15	84934000	1.17
chr15	85034473	1.17
chr15	85502000	1.40
chr17	17422000	1.41
chr17	17572000	1.20
chr17	17664000	1.39
chr17	17884000	1.87
chr17	18356000	1.37
chr17	19448000	1.38
chr17	19682000	1.19
chr17	19906000	1.44
chr17	20230000	1.17
chr17	20338000	1.41
chr17	20398000	1.14
chr17	20458000	1.41
chr17	21058000	1.94
chr17	21502000	1.41
chr19	2306000	1.80
chr19	2942000	1.62
chr19	2970000	1.82
chr19	3982000	1.62
chr19	4010000	1.83
chr19	4120000	1.38
chr19	6818000	5.75
chr19	7396004	5.83
chr19	7410000	1.81
chr19	7692000	1.56
chr19	8737198	1.56
chr19	8850000	2.05
chr19	9812000	2.36
chr19	9846000	2.10
chr19	9950000	2.32
chr19	10186000	2.00
chr19	11060000	1.55
chr19	11416000	1.20
chr19	11724000	1.25
chr19	12090000	1.21
chr19	12280000	1.32
chr19	12668000	5.05
chr19	13460000	1.58
chr19	13562000	2.97
chr19	14014000	2.42
chr19	14156000	2.10
chr19	14312000	1.69
chr19	14374000	1.77
chr19	14462000	1.70
chr19	14550000	1.77
chr19	14900000	2.42
chr19	15522000	2.14
chr19	15706000	1.61
chr19	15884000	1.79
chr19	15944000	1.68
chr19	15982000	1.81
chr19	16148000	1.51
chr19	18800000	1.14
chr19	27742000	1.53
chr19	27950000	1.97
chr19	28028000	3.48
chr19	28128000	2.51
chr19	28138000	3.81
chr19	28186000	3.01
chr19	28212000	4.78
chr19	28264000	4.73
chr19	28266000	4.11
chr19	28338000	4.49
chr19	28496000	2.47
chr19	28498000	1.20
chr19	30360000	1.44
chr19	31500000	1.86
chr19	31878000	1.41
chr19	33786000	1.51
chr19	34848000	1.95
chr19	35340000	1.59
chr19	35412000	1.11
chr19	35496000	1.45
chr19	35576000	2.00
chr20	60000	1.16
chr20	21908000	1.54
chr20	21986000	1.16
chr20	22396000	1.85
chr20	24468000	1.66
chr20	25732000	1.11
chr20	29419569	1.11
chr20	29803908	1.11
chr20	34947085	1.11
chr20	61141437	1.11
chr20	61263369	1.11
chr21	14602000	1.28
chr21	14708000	1.18
chr21	15052000	1.30
chr21	15278000	1.19
chr21	15368000	1.28
chr21	22644000	1.21
chr21	22912000	1.32
chr21	39516000	1.13
chr21	40150000	1.37
chr21	43005559	1.37
chr21	43227328	1.37
chr21	43250842	1.37
chr21	44682664	1.37
chr22	16512000	1.28
chrX	60000	1.12
chrX	144821	1.12
chrX	281384	1.12
chrX	1097557	1.12
chrX	1184113	1.12
chrX	1314234	1.12
chrX	2118238	1.12
chrX	154931044	1.11
