X.chr	begin	relativeCvg
chr3	71464000	0.73
chr3	72196000	0.70
chr3	72404000	0.75
chr3	73138000	0.66
chr3	75758000	0.68
chr3	76002000	0.64
chr3	85678000	0.58
chr3	88634000	0.67
chr3	93526000	0.67
chr3	93792000	0.65
chr3	96052000	0.65
chr3	98234000	0.74
chr3	98302000	0.71
chr3	98462000	0.74
chr3	98604000	0.69
chr3	116178000	0.41
chr3	116318000	0.16
chr3	116946000	0.66
chr3	117232000	0.63
chr3	174562000	0.65
chr3	174774000	0.56
chr4	10000	0.65
chr4	70000	0.74
chr4	186000	0.70
chr4	3368000	0.70
chr4	3636000	0.66
chr4	4092000	0.69
chr4	4322000	0.66
chr4	16024000	0.65
chr4	18582000	0.65
chr4	24756000	0.67
chr4	25112000	0.74
chr4	25346000	0.68
chr4	26042000	0.74
chr4	42762000	0.33
chr4	49260000	0.62
chr4	97888000	0.60
chr4	103950000	0.66
chr4	147612000	0.65
chr4	148532000	0.75
chr4	148626000	0.65
chr4	151980000	0.75
chr4	152060000	0.67
chr4	153848000	0.68
chr4	153964000	0.75
chr4	154122000	0.70
chr4	154664000	0.65
chr4	159400000	0.69
chr4	159572000	0.73
chr4	159914000	0.64
chr4	166258000	0.64
chr4	167496000	0.64
chr4	182146000	0.58
chr4	191002000	0.67
chr5	164246000	0.62
chr5	164688000	0.46
chr5	164760000	0.20
chr5	164930000	0.47
chr5	165272000	0.15
chr5	165296000	0.46
chr5	165380000	0.17
chr5	165510000	0.52
chr6	1646000	0.64
chr6	78966000	0.56
chr6	120500000	0.38
chr7	14982000	0.67
chr7	77190000	0.47
chr7	78168000	0.63
chr7	146542000	0.62
chr7	146590000	0.60
chr8	2792000	0.71
chr8	3162000	0.59
chr8	7404000	0.67
chr8	7534000	0.67
chr8	7826000	0.67
chr8	19596000	0.63
chr8	21782000	0.75
chr8	21834000	0.70
chr8	22324000	0.74
chr8	22396000	0.70
chr8	22532000	0.68
chr8	22886000	0.73
chr8	23140000	0.65
chr8	33866000	0.61
chr8	37174000	0.66
chr8	38346000	0.68
chr8	38616000	0.75
chr8	38952000	0.65
chr8	85760000	0.63
chr8	89186000	0.40
chr9	8326000	0.61
chr9	9278000	0.62
chr9	9498000	0.64
chr9	14670000	0.68
chr9	15678000	0.67
chr9	17292000	0.67
chr9	18386000	0.67
chr9	19396000	0.68
chr9	20654000	0.74
chr9	21130000	0.70
chr9	21818000	0.73
chr9	21986000	0.66
chr9	26828000	0.75
chr9	27036000	0.69
chr9	27544000	0.74
chr9	27708000	0.65
chr9	32452000	0.75
chr9	32590000	0.70
chr9	33576000	0.67
chr9	35254000	0.69
chr9	36704000	0.68
chr9	37046000	0.74
chr9	37582000	0.69
chr9	37914000	0.66
chr10	124000	0.67
chr10	1168000	0.64
chr10	3230000	0.70
chr10	3538000	0.75
chr10	4208000	0.68
chr10	5316000	0.69
chr10	6604000	0.69
chr10	7050000	0.74
chr10	7380000	0.69
chr10	7796000	0.75
chr10	7896000	0.64
chr10	11162000	0.75
chr10	11378000	0.70
chr10	11558000	0.73
chr10	11802000	0.70
chr10	12654000	0.70
chr10	13374000	0.69
chr10	13580000	0.74
chr10	13666000	0.67
chr10	14528000	0.75
chr10	15232000	0.66
chr10	16766000	0.75
chr10	16916000	0.71
chr10	17044000	0.18
chr10	17220000	0.75
chr10	17358000	0.70
chr10	17608000	0.75
chr10	17770000	0.69
chr10	17874000	0.66
chr10	18024675	0.66
chr10	18938000	0.66
chr10	21734000	0.75
chr10	22176000	0.70
chr10	22344000	0.75
chr10	22420000	0.70
chr10	22570000	0.74
chr10	22708000	0.69
chr10	22794000	0.74
chr10	23088000	0.69
chr10	23680000	0.74
chr10	23806000	0.67
chr10	24796000	0.68
chr10	26624000	0.75
chr10	27214000	0.69
chr10	27900000	0.69
chr10	28996000	0.69
chr10	30096000	0.70
chr10	30956000	0.70
chr10	31162000	0.75
chr10	31438000	0.71
chr10	31500000	0.74
chr10	31862000	0.69
chr10	32000000	0.75
chr10	32938000	0.71
chr10	33146000	0.75
chr10	33216000	0.67
chr10	35832000	0.68
chr10	38156000	0.75
chr10	38350000	0.68
chr10	38894000	0.69
chr10	53396000	0.63
chr10	53976000	0.64
chr10	56562000	0.62
chr10	57870000	0.64
chr10	58960000	0.66
chr10	60202000	0.67
chr10	63640000	0.73
chr10	63916000	0.69
chr10	64356000	0.75
chr10	64604000	0.69
chr10	64798000	0.75
chr10	65520000	0.65
chr10	69580000	0.75
chr10	69898000	0.71
chr10	71226000	0.68
chr10	72410000	0.68
chr10	72546000	0.75
chr10	72636000	0.68
chr10	77102000	0.70
chr10	77198000	0.74
chr10	77342000	0.67
chr10	79868000	0.68
chr10	79992000	0.74
chr10	80090000	0.68
chr10	81252000	0.70
chr10	81410000	0.75
chr10	81994000	0.63
chr10	88190000	0.75
chr10	88300000	0.68
chr10	89196000	0.66
chr10	89298000	0.69
chr10	89516000	0.75
chr10	89914000	0.70
chr10	90054000	0.73
chr10	90196000	0.70
chr10	90520000	0.74
chr10	90882000	0.71
chr10	90928000	0.75
chr10	91184000	0.68
chr10	92932000	0.74
chr10	93090000	0.71
chr10	93202000	0.69
chr10	93488000	0.75
chr10	94714000	0.68
chr10	95304000	0.67
chr10	96878000	0.65
chr10	96924000	0.66
chr10	97428000	0.73
chr10	97626000	0.70
chr10	97824000	0.74
chr10	97948000	0.66
chr10	98728000	0.68
chr10	99652000	0.67
chr10	100004000	0.68
chr10	100548000	0.66
chr10	100704000	0.67
chr10	102370000	0.69
chr10	102966000	0.70
chr10	103096000	0.75
chr10	103314000	0.66
chr10	105298000	0.69
chr10	106164000	0.65
chr10	112390000	0.70
chr10	112506000	0.75
chr10	112830000	0.67
chr10	115582000	0.74
chr10	115680000	0.70
chr10	115764000	0.74
chr10	115818000	0.68
chr10	115878000	0.74
chr10	115954000	0.65
chr10	120560000	0.69
chr10	121716000	0.66
chr10	122604000	0.75
chr10	122682000	0.68
chr10	123590000	0.75
chr10	123734000	0.65
chr10	124376000	0.66
chr10	124692000	0.74
chr10	124798000	0.67
chr10	125730000	0.74
chr10	125919472	0.74
chr10	126150000	0.71
chr10	126620000	0.18
chr10	126726000	0.68
chr10	127330000	0.74
chr10	127652000	0.64
chr10	128766069	0.64
chr10	133431404	0.64
chr10	133727527	0.64
chr10	133730000	0.75
chr10	133786000	0.70
chr10	134528000	0.69
chr11	79348000	0.42
chr11	79438000	0.37
chr11	84252000	0.55
chr11	85008000	0.65
chr11	99390000	0.63
chr11	99552000	0.50
chr12	87406000	0.48
chr13	94322000	0.60
chr14	19198000	0.62
chr14	19588000	0.66
chr14	19740000	0.70
chr14	20188000	0.68
chr14	23842000	0.69
chr14	24098000	0.70
chr14	24348000	0.74
chr14	24446000	0.67
chr14	25248000	0.68
chr14	26256000	0.65
chr14	28236000	0.74
chr14	28320000	0.64
chr14	31174000	0.69
chr14	32156000	0.70
chr14	32292000	0.68
chr14	36354000	0.69
chr14	36624000	0.67
chr14	40074000	0.65
chr14	45324000	0.74
chr14	45740000	0.66
chr14	49122000	0.68
chr14	51782000	0.71
chr14	53420000	0.71
chr14	53522000	0.74
chr14	53792000	0.68
chr14	55064000	0.70
chr14	56152000	0.70
chr14	56448000	0.74
chr14	56864000	0.69
chr14	56928000	0.68
chr14	57140000	0.68
chr14	59060000	0.70
chr14	59610000	0.73
chr14	59782000	0.70
chr14	59830000	0.74
chr14	60030000	0.69
chr14	60410000	0.74
chr14	60894000	0.70
chr14	62530000	0.70
chr14	63010000	0.68
chr14	64392000	0.70
chr14	65222000	0.69
chr14	65682000	0.68
chr14	67874000	0.70
chr14	106374000	0.18
chr16	72962000	0.62
chr16	73548000	0.67
chr17	780000	0.51
chr17	5448000	0.49
chr17	5558000	0.68
chr17	18676000	0.51
chr17	18752000	0.48
chr18	77910000	0.44
chr19	33882000	0.68
chr19	34348000	0.70
chr19	34966000	0.70
chr19	35090000	0.74
chr19	35258000	0.70
chr19	36758000	0.62
chr19	37758000	0.62
chr19	43232000	0.67
chr19	43322000	0.69
chr19	48406000	0.55
chr19	50594000	0.61
chr19	51258000	0.68
chr19	54880000	0.33
chr19	55258000	0.47
chr19	56366000	0.70
chr19	56482000	0.75
chr19	57132000	0.71
chr21	9828000	0.66
chr21	10084920	0.66
chr22	16050000	0.69
chr22	16510000	0.69
chrX	76000	0.21
chrX	23258000	0.60
chrX	29078000	0.36
chrX	29222000	0.11
chrX	29242000	0.28
chrX	29376000	0.15
chrX	31734000	0.30
chrX	32104000	0.28
chrX	32324000	0.08
chrX	33374000	0.70
chrX	33688000	0.73
chrX	33906000	0.71
chrX	34862000	0.71
chrX	35142000	0.73
chrX	35256000	0.70
chrX	35472000	0.71
chrX	37148256	0.71
chrX	41972000	0.71
chrX	47642000	0.71
chrX	48628000	0.49
chrX	48696000	0.44
chrX	49292997	0.44
chrX	50024173	0.44
chrX	50678000	0.18
chrX	51002000	0.38
chrX	51012000	0.19
chrX	51842000	0.47
chrX	52445914	0.47
chrX	53764000	0.69
chrX	54132000	0.48
chrX	54550000	0.74
chrX	54662000	0.44
chrX	55948000	0.43
chrX	57470000	0.13
chrX	57520000	0.56
chrX	61682012	0.56
chrX	68612000	0.62
chrX	70236000	0.73
chrX	70430000	0.69
chrX	70482000	0.74
chrX	70664000	0.69
chrX	70738000	0.75
chrX	70798000	0.58
chrX	76703692	0.58
chrX	113567668	0.58
chrX	115732290	0.58
chrX	118844000	0.75
chrX	118860000	0.70
chrX	118900000	0.74
chrX	119016000	0.59
chrX	120063235	0.59
chrX	128842000	0.75
chrX	129380000	0.60
chrX	143557324	0.60
chrX	148956424	0.60
chrX	149082062	0.60
chrX	152327099	0.60
chrX	153814000	0.70
chrX	153912000	0.73
chrX	154096000	0.67
chrY	2649520	0.18
chrY	3890000	0.38
chrY	3948000	0.13
chrY	8964955	0.13
chrY	9291322	0.13
chrY	9908000	0.45
chrY	10084000	0.13
chrY	13104553	0.13
chrY	13132000	0.50
chrY	13193954	0.50
chrY	13198000	0.14
chrY	13252000	0.32
chrY	13496000	0.23
chrY	13600000	0.40
chrY	13686000	0.15
chrY	13798578	0.48
chrY	13872000	0.10
chrY	20193885	0.10
chrY	22419679	0.10
chrY	23951428	0.10
chrY	26432000	0.30
chrY	26452000	0.12
chrY	28784000	0.36
chrY	28804000	0.17
chrY	58819361	0.35
chrY	58967656	0.35
chrM	0	0.22
chr1	760000	1.43
chr1	2684220	1.43
chr1	5940000	1.36
chr1	7670000	1.41
chr1	13916000	1.31
chr1	15334000	1.42
chr1	17175658	1.38
chr1	19068000	1.39
chr1	20732000	1.38
chr1	23252000	1.45
chr1	31012000	1.40
chr1	32268000	1.84
chr1	32308000	1.45
chr1	35264000	1.43
chr1	37792000	1.37
chr1	38762000	1.37
chr1	47702000	1.35
chr1	51098000	1.34
chr1	54184000	1.31
chr1	66694000	1.31
chr1	71626000	1.35
chr1	77876000	1.31
chr1	85980000	1.87
chr1	92676000	1.31
chr1	109012000	1.40
chr1	111162000	1.31
chr1	114086000	1.35
chr1	116818000	1.31
chr1	120534000	1.92
chr1	120598000	2.40
chr1	120747156	1.39
chr1	121086695	1.39
chr1	143644525	1.62
chr1	143871002	1.62
chr1	144145783	1.62
chr1	144148000	2.08
chr1	144274481	1.53
chr1	144451744	1.53
chr1	144672413	1.53
chr1	144810724	1.53
chr1	145086000	2.37
chr1	145098000	3.00
chr1	145226000	2.28
chr1	145276000	2.05
chr1	145312000	2.65
chr1	145382000	4.48
chr1	145428000	1.48
chr1	145883118	1.48
chr1	145946000	1.94
chr1	146020000	1.32
chr1	146214650	1.32
chr1	146303299	1.32
chr1	147488000	1.91
chr1	147560000	1.44
chr1	148176038	1.44
chr1	148198000	1.89
chr1	148358000	1.60
chr1	148511358	1.60
chr1	148734147	1.60
chr1	149266000	1.45
chr1	149509645	1.45
chr1	150146000	2.97
chr1	150920000	2.35
chr1	151334000	1.86
chr1	151774000	1.64
chr1	151834000	1.78
chr1	152044000	1.54
chr1	152586000	1.42
chr1	153010000	1.50
chr1	155782000	1.88
chr1	156028000	1.44
chr1	159474000	1.38
chr1	165540000	1.32
chr1	166794000	1.35
chr1	172300000	2.29
chr1	172362000	1.35
chr1	179790000	1.34
chr1	181892000	1.32
chr1	192452000	1.33
chr1	201298000	1.38
chr1	206072707	1.38
chr1	206482221	1.38
chr1	223726000	1.46
chr2	7428000	1.42
chr2	9534000	1.33
chr2	10214000	1.86
chr2	10632000	1.64
chr2	10714000	1.77
chr2	10850000	1.66
chr2	11786000	1.59
chr2	24318000	1.80
chr2	24638000	1.50
chr2	25484000	1.85
chr2	26674000	1.63
chr2	26964000	1.92
chr2	29422000	1.58
chr2	30342000	1.79
chr2	30436000	1.66
chr2	30640000	1.76
chr2	30754000	1.60
chr2	31726790	1.60
chr2	32064000	1.85
chr2	32924000	1.55
chr2	33093197	1.55
chr2	33142692	1.55
chr2	35990000	1.55
chr2	37054000	1.89
chr2	37584000	1.51
chr2	40090000	1.84
chr2	40594000	2.37
chr2	40646000	1.86
chr2	41404000	2.32
chr2	41538000	1.94
chr2	42306000	2.32
chr2	42556000	1.96
chr2	44040000	1.67
chr2	44112000	1.83
chr2	44866000	1.65
chr2	45662000	1.83
chr2	47726000	1.68
chr2	47926000	1.85
chr2	48752000	1.52
chr2	52750000	2.03
chr2	54832000	1.34
chr2	64720000	1.31
chr2	69538000	1.37
chr2	73938000	1.31
chr2	74038000	1.31
chr2	79672000	2.07
chr2	79696000	1.87
chr2	82550000	1.39
chr2	83502000	1.86
chr2	84100000	1.48
chr2	84836000	2.06
chr2	85132000	2.39
chr2	85286000	2.11
chr2	85514000	2.38
chr2	85854000	1.80
chr2	143524000	1.31
chr2	157786000	1.33
chr2	168532000	1.33
chr2	184664000	1.32
chr2	185712000	1.46
chr2	188832000	1.32
chr2	196188000	1.35
chr3	8632000	1.36
chr3	157732000	1.46
chr3	178006000	1.92
chr3	182118000	1.58
chr3	182998000	1.80
chr3	183014000	1.70
chr3	183040000	1.81
chr3	183056000	1.69
chr3	183356000	1.76
chr3	183512000	1.70
chr3	189540000	1.92
chr3	191388000	1.49
chr3	194300000	2.38
chr3	195340000	2.07
chr3	195344000	1.61
chr3	195380000	1.96
chr3	195458000	2.39
chr3	195666000	2.10
chr3	195734000	2.48
chr3	197342000	1.48
chr4	6762000	2.10
chr4	6784000	2.28
chr4	6900000	1.95
chr4	14792000	1.71
chr4	14944000	1.86
chr4	15136000	1.56
chr4	19388000	1.67
chr4	20140000	2.05
chr4	20350000	2.98
chr4	20410000	2.61
chr4	20472000	2.07
chr4	20596000	3.10
chr4	20604000	2.08
chr4	22156000	2.00
chr4	23584000	1.65
chr4	23654000	1.84
chr4	24764000	1.91
chr4	26246000	1.33
chr4	27748000	1.82
chr4	30060000	2.03
chr4	30836000	3.02
chr4	30852000	2.01
chr4	30860000	3.02
chr4	31052000	2.05
chr4	31122000	2.98
chr4	31294000	2.09
chr4	31540000	3.22
chr4	31837417	3.22
chr4	31904000	2.03
chr4	31938000	3.28
chr4	32180000	1.98
chr4	32840638	1.98
chr4	37540000	1.32
chr4	38508000	2.45
chr4	39248000	1.39
chr4	39254000	2.40
chr4	39408000	1.39
chr4	39952000	1.90
chr4	40297096	1.90
chr4	42554000	1.39
chr4	44634000	1.77
chr4	44820000	1.69
chr4	45088000	1.93
chr4	45904000	1.35
chr4	49112000	1.31
chr4	68300000	1.52
chr4	74548000	1.80
chr4	74698000	1.57
chr4	75452279	1.57
chr4	76560000	1.78
chr4	76620000	2.82
chr4	76946000	2.60
chr4	76972000	2.82
chr4	77206000	2.65
chr4	77884000	2.95
chr4	78122000	2.49
chr4	78636000	2.95
chr4	78866000	2.42
chr4	79252000	1.59
chr4	79470000	1.85
chr4	79818000	1.58
chr4	81004000	1.78
chr4	81094000	1.58
chr4	81398000	2.56
chr4	81458000	2.11
chr4	82336000	2.28
chr4	82498000	2.15
chr4	83112000	2.51
chr4	83734000	2.87
chr4	84262000	2.60
chr4	84334000	2.78
chr4	84514000	2.56
chr4	84518000	1.51
chr4	87694000	1.46
chr4	89034000	1.78
chr4	89638000	1.61
chr4	90726000	1.75
chr4	91380000	1.31
chr4	94380000	1.31
chr4	122948000	1.42
chr4	139838000	1.31
chr4	145960000	1.52
chr4	146084000	1.88
chr4	167494000	1.42
chr4	185138000	1.33
chr5	16474000	1.33
chr5	17580657	1.33
chr5	22342000	1.42
chr5	150146000	1.31
chr5	169624000	1.31
chr5	171276000	1.39
chr5	172178000	1.80
chr5	172294000	1.44
chr5	175650000	1.33
chr5	176284000	1.41
chr5	177476000	1.32
chr5	178890000	1.34
chr6	248000	1.37
chr6	4958000	2.90
chr6	11884000	1.83
chr6	12142000	1.48
chr6	14628000	1.32
chr6	29576000	1.35
chr6	32486000	1.33
chr6	34116000	1.36
chr6	34550000	1.36
chr6	37056000	3.38
chr6	37068000	1.35
chr6	38462000	3.08
chr6	39308000	2.81
chr6	39424000	1.64
chr6	39428000	2.82
chr6	39642000	2.84
chr6	41000000	1.32
chr6	41542000	1.36
chr6	43154000	3.59
chr6	43162000	1.34
chr6	44546000	2.87
chr6	44558000	2.21
chr6	44560000	1.43
chr6	108868000	1.31
chr6	109002000	4.03
chr6	121736000	1.44
chr6	121822000	1.91
chr6	121980000	1.40
chr6	149810000	1.31
chr7	4622000	1.65
chr7	24374000	1.44
chr7	95922000	1.62
chr7	100436000	1.74
chr8	22000	1.63
chr8	7356000	2.00
chr8	12536000	1.32
chr8	14034000	3.46
chr8	14052000	4.21
chr8	14148000	2.04
chr8	14162000	5.28
chr8	14264000	2.02
chr8	14514000	5.09
chr8	14528000	1.44
chr8	14588000	4.16
chr8	14606000	1.40
chr8	14676000	4.47
chr8	14690000	1.42
chr8	14758000	2.02
chr8	14810000	1.64
chr8	14912000	5.16
chr8	14958000	3.72
chr8	15032000	1.66
chr8	15112000	1.75
chr8	15402000	1.69
chr8	15676000	1.88
chr8	15714000	4.56
chr8	15736000	2.00
chr8	15788000	5.11
chr8	19214000	1.37
chr8	42932000	1.56
chr8	43530000	1.36
chr8	48138000	1.34
chr8	92024000	1.35
chr8	98568000	1.31
chr8	101086000	1.32
chr8	103150000	1.34
chr8	123688000	1.33
chr8	124724000	1.31
chr8	125958000	1.31
chr8	130550000	1.34
chr8	141178000	1.32
chr8	143706000	1.39
chr8	145432588	1.39
chr9	66242215	1.38
chr9	118944000	1.53
chr9	130334000	1.33
chr10	17872000	1.32
chr10	46498000	1.58
chr10	46724000	1.60
chr10	47008000	1.78
chr10	47150000	1.42
chr10	47222000	1.96
chr10	48105707	1.86
chr10	48206000	1.40
chr10	48684000	1.52
chr10	48750000	1.80
chr10	48808000	1.50
chr10	49195536	1.50
chr10	49244000	1.85
chr10	49346000	1.62
chr10	49394000	1.99
chr10	50272000	1.54
chr10	51722000	1.33
chr10	52738000	2.25
chr10	52874000	2.16
chr10	52884000	1.45
chr10	53166000	1.94
chr10	53218000	1.63
chr10	57892000	1.32
chr11	9746000	1.31
chr11	56866000	1.39
chr11	59080000	1.40
chr11	62130000	1.34
chr11	65266000	1.35
chr11	87572000	1.33
chr11	101568000	2.14
chr12	344000	1.36
chr12	2810000	1.32
chr12	6060000	1.38
chr12	7239876	1.38
chr12	31400000	1.34
chr12	58722000	1.99
chr12	93792000	2.48
chr12	108922000	1.39
chr13	30820000	1.31
chr14	69174000	1.34
chr14	69734000	1.80
chr14	73996000	1.70
chr14	76198000	1.48
chr15	44818000	1.39
chr15	66794000	1.86
chr15	66850000	1.62
chr15	75660000	1.37
chr15	78118000	1.41
chr15	80072000	1.35
chr15	85058000	1.36
chr15	88958000	1.31
chr15	89452000	1.41
chr15	93182000	1.37
chr15	98996000	1.31
chr15	101330000	1.32
chr15	102056000	1.38
chr16	29582000	1.35
chr17	6324000	7.73
chr17	8556000	23.34
chr17	8562000	16.68
chr17	9522000	21.09
chr17	9986000	9.99
chr17	11436000	3.44
chr17	12794000	2.96
chr17	12796000	9.57
chr17	18406000	8.10
chr17	18582000	7.75
chr17	18652000	3.21
chr17	18670000	1.95
chr17	18680000	2.82
chr17	18728000	3.67
chr17	18750000	1.92
chr17	20222000	2.07
chr17	20224000	3.05
chr17	20248000	4.10
chr17	20392000	1.96
chr17	20394000	3.20
chr17	20398000	4.86
chr17	20424000	3.64
chr17	20460000	2.16
chr17	20470000	3.12
chr17	20488000	2.50
chr17	20530000	2.52
chr17	20794000	2.13
chr17	39714000	1.37
chr17	44108000	1.36
chr17	44994000	1.32
chr17	45670000	1.36
chr17	46704000	1.34
chr17	56950000	1.33
chr17	58114000	1.34
chr17	58914000	1.76
chr17	59084000	1.70
chr17	59202000	1.78
chr17	59408000	1.69
chr17	59770000	1.86
chr17	60286000	1.52
chr17	60352000	1.66
chr17	60410000	1.84
chr17	60720000	1.66
chr17	60798000	1.90
chr17	62460760	1.90
chr17	62874000	1.58
chr17	62906000	1.93
chr17	63266000	1.49
chr17	73130000	1.77
chr17	73420000	1.66
chr17	73762000	1.78
chr17	73872000	1.71
chr17	74300000	1.80
chr17	74350000	1.63
chr17	75078000	1.78
chr17	75206000	1.60
chr17	77596461	1.60
chr17	78000000	1.59
chr17	78872000	1.83
chr17	78918000	1.66
chr17	79530000	1.76
chr17	79759049	1.76
chr17	79882000	1.69
chr17	80080000	1.76
chr17	80182000	1.68
chr17	80222000	1.81
chr17	80250000	1.69
chr17	80372000	1.76
chr17	80504000	1.61
chr18	9024000	1.33
chr18	11772000	1.32
chr19	27731782	2.17
chr19	27742000	23.76
chr19	29528000	17.47
chr19	29768000	44.01
chr19	30840000	27.18
chr19	32292000	9.96
chr19	37798000	1.80
chr19	40356000	11.87
chr19	41744000	1.36
chr20	29803908	1.62
chr20	29996000	1.98
chr20	30650000	1.60
chr20	31844000	1.55
chr20	32870000	2.18
chr20	32934000	1.45
chr20	34947085	1.45
chr20	41676000	1.45
chr20	48814000	1.81
chr20	49064000	1.36
chr20	58414000	1.32
chr20	60014000	1.45
chr20	61141437	1.45
chr20	61263369	1.45
chr20	62950000	1.40
chr21	10766000	1.32
chr21	14528000	1.35
chr21	16346000	1.58
chr21	44428000	1.70
chr22	18072000	1.32
chr22	20370000	1.35
chr22	21728000	1.36
chr22	23936000	1.32
chr22	29470000	1.31
chr22	31290000	1.32
chr22	35614000	1.31
chr22	36362000	1.32
chr22	37526000	1.33
chr22	40254000	1.34
chr22	46366000	1.31
chr22	49984000	1.36
chr22	50414777	1.36
chrX	144821	1.45
chrX	658000	1.60
chrX	1097557	1.60
chrX	1184113	1.60
chrX	1314234	1.98
chrX	1382000	2.35
chrX	1710000	2.02
chrX	2118238	2.02
chrX	2699570	1.74
chrX	2808000	1.64
chrX	2848000	1.80
chrX	2932000	1.46
chrX	5192000	1.43
chrX	12928000	1.64
chrX	12966000	1.86
chrX	13156000	1.47
chrX	14416000	1.46
chrX	15934000	2.61
chrX	15944000	1.50
chrX	18366000	1.43
chrX	23106000	1.31
chrX	23262000	1.43
chrX	44360000	1.80
chrX	44532000	1.69
chrX	44606000	1.88
chrX	44848000	1.81
chrX	44978000	1.67
chrX	45544000	1.81
chrX	45612000	1.52
chrX	46994000	1.78
chrX	47526000	1.64
chrX	47650000	1.59
chrX	48350000	1.79
chrX	48440000	4.67
chrX	48684000	4.08
chrX	48694000	2.13
